A1-1-25-75-6.ctp 8479.0 8479 0:01:57.796053
A1-1-50-50-6.ctp 9130.0 9130 0:03:21.349557
A1-25-50-50-8.ctp 17307.0 0 0:32:51.753947
A1-1-25-75-5.ctp 8479.0 8479 0:01:52.121537
A1-13-25-75-8.ctp 12767.0 0 0:04:56.517821
A1-25-50-50-6.ctp 21572.0 0 0:36:02.439000
A1-5-25-75-8.ctp 8265.0 8265 0:01:14.492880
A1-25-50-50-4.ctp 26664.0 0 0:42:38.333955
A1-1-50-50-5.ctp 9220.0 9220 0:03:39.512394
A1-1-25-75-4.ctp 8479.0 8479 0:01:55.360080
A1-5-25-75-6.ctp 8659.0 8659 0:01:27.692900
A1-1-50-50-8.ctp 9130.0 9130 0:03:10.477501
A1-5-25-75-5.ctp 8659.0 8659 0:01:27.316300
A1-25-50-50-5.ctp 22770.0 0 0:38:24.194225
A1-10-50-50-4.ctp 17953.0 17973 0:12:31.535848
A1-13-25-75-6.ctp 13645.0 0 0:05:46.108000
A1-10-50-50-8.ctp 13426.0 13369 0:17:59.351239
A1-13-25-75-4.ctp 16515.0 0 0:16:29.730942
A1-1-25-75-8.ctp 7985.0 7985 0:04:17.525068
A1-10-50-50-6.ctp 14064.0 14064 0:27:27.023835
A1-5-25-75-4.ctp 10827.0 10827 0:03:39.840054
A1-10-50-50-5.ctp 15440.0 15440 0:28:48.398495
A1-13-25-75-5.ctp 13754.0 0 0:14:23.711157
A1-1-50-50-4.ctp 10271.0 10271 0:09:53.199438
