gen	best_of_gen	nevals	avg    	std    	min  	max  
9  	39354      	39    	48087.9	4267.11	39354	56837
10 	39354      	36    	46071.8	4187.46	39354	56268
11 	39354      	38    	45316.6	4292.38	39354	57369
12 	39354      	34    	45213.3	4104.98	39354	56585
13 	39354      	27    	43542.7	3414.36	39354	52301
14 	39354      	38    	43668.7	3291.81	39354	53395
15 	39354      	37    	44051.5	4096.54	39354	56291
16 	39354      	32    	43313.5	3596.98	39354	52749
17 	39354      	32    	42855.6	3010.51	39354	51674
18 	38502      	36    	43672.5	3927.52	38502	53668
19 	38215      	40    	43690.9	4393.81	38215	57769
20 	36736      	38    	42672  	3746.34	36736	53906
21 	36736      	38    	42166.6	3548.51	36736	52339
22 	36388      	40    	42614.8	3997.02	36388	51630
23 	36388      	37    	42468.4	3414.86	36388	50703
24 	36388      	37    	42877.1	4729.67	36388	56411
25 	36388      	37    	41468.6	3593.53	36388	49551
26 	36388      	26    	40833.3	3697.23	36388	50648
27 	35446      	42    	41247.6	3498.05	35446	51536
28 	35446      	41    	41591.4	4728.64	35446	56485
29 	35446      	39    	41752  	4022.54	35446	50659
30 	35446      	38    	42405.5	5332.82	35446	57092
31 	35446      	39    	41243  	4853.7 	35446	55175
32 	35446      	38    	39174.9	3292.57	35446	48217
33 	35446      	37    	40663.3	4225.74	35446	48702
34 	35446      	39    	40690.9	5054.03	35446	57275
35 	35446      	38    	40414.7	4235.55	35446	53186
36 	35446      	30    	39567.9	3811.86	35446	50310
37 	35446      	33    	38994.1	3527.22	35446	46997
38 	35446      	33    	39107  	3639.21	35446	50083
39 	35446      	41    	40539.3	4309.69	35446	49431
40 	35446      	39    	40197.3	4630.07	35446	51945
41 	35446      	36    	39387.8	3975.36	35446	49981
42 	35446      	44    	40012  	3617.99	35446	48969
43 	35446      	32    	39718.5	4242.71	35446	51150
44 	35446      	29    	38285.5	3218.43	35446	45672
45 	35446      	34    	38415.6	3649.02	35446	50502
46 	35096      	40    	40032  	4159.85	35096	48759
47 	35096      	40    	40539.8	3841.57	35096	50602
48 	35096      	36    	40547.8	3932.36	35096	53966
49 	35096      	39    	39609  	3787.78	35096	49884
50 	35096      	36    	38530.8	3437.67	35096	47181
51 	35096      	39    	39245.7	4005.25	35096	49600
52 	35096      	35    	39436.7	3554.76	35096	47054
53 	35096      	37    	39054.3	3780.44	35096	52613
54 	34936      	30    	38491.1	3887.25	34936	49544
55 	34936      	41    	38617.3	3868.46	34936	47010
56 	34936      	33    	38335.6	3678.67	34936	48010
57 	34798      	45    	39481.5	3674.27	34798	46711
58 	34798      	36    	39476.4	4502.18	34798	50176
59 	34798      	36    	38426.2	3710.19	34798	48832
60 	34798      	37    	37950.1	3509.21	34327	48657
61 	34798      	36    	38763.2	3797.23	34327	47433
62 	34798      	43    	39262.6	3278.2 	34327	45367
63 	34327      	39    	39703.2	4147.86	34170	48481
64 	34327      	34    	39404  	4801.32	34170	55926
65 	34073      	37    	37952.1	3939.56	34073	49902
66 	34073      	40    	38892.2	3487.68	34073	48012
67 	34073      	36    	38872.7	4120.7 	34073	48883
68 	34073      	41    	39261.6	3819.07	34073	46657
69 	34073      	34    	37427.7	3409.03	34073	45332
70 	34073      	38    	38213.4	3661.32	34073	49159
71 	34073      	35    	39181  	4752.25	34073	53991
72 	34073      	32    	38008.4	3955.44	34073	47624
73 	34073      	37    	37227.9	3835.84	34073	45374
74 	34073      	38    	37139.2	2917.81	34073	44531
75 	34073      	37    	37992.4	3667.24	34073	45147
76 	34073      	35    	38465.5	3832.03	34073	47414
77 	34073      	33    	37197.5	3823.96	34073	48420
78 	34073      	39    	37831.3	3599.99	34073	44650
79 	34073      	33    	38375  	4212.77	34073	49062
80 	34073      	35    	37962.8	4301.86	34073	47958
81 	34073      	35    	38695.2	4518.62	34073	50533
82 	34073      	39    	38501.7	3978.69	34073	46928
83 	34073      	35    	38973.2	4600.28	34073	51126
84 	34073      	36    	37936.9	3934.45	34073	47045
85 	34073      	40    	38179.4	3704.13	34073	45590
86 	34073      	45    	38196  	4154.13	34073	48659
87 	34073      	41    	38270.7	4056.71	34073	48402
88 	34073      	45    	39451.5	4479.46	34073	47201
89 	34073      	39    	38798  	4063.52	34073	48378
90 	34073      	34    	37890.8	3678.74	34073	47314
91 	34073      	39    	37690.6	3409.49	34073	48792
92 	34073      	42    	38387.9	4329.98	34073	48755
93 	34073      	42    	38969.4	3974.34	34073	49898
94 	34073      	37    	38848.8	3697.3 	34073	50445
95 	34073      	38    	38874  	4293.64	34073	50084
96 	34073      	35    	38757.1	3905.52	34073	52078
97 	34073      	31    	38159.8	3767.63	34073	47015
98 	34073      	38    	38922.1	4613.12	34073	56255
99 	34073      	42    	38907.4	4974.48	34073	51903
100	34073      	39    	39206.8	4109.84	34073	47473
run 7: 34073.00 66 2583
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	61862      	50    	70430.6	4173.77	61862	80013
1  	56013      	34    	66757.8	3862.76	56013	73322
2  	49192      	43    	62211.1	4887.95	49192	71218
3  	49192      	37    	58247.4	4914.18	49192	68661
4  	45260      	37    	54663.3	4754.76	45260	66476
5  	45260      	36    	52596.6	4604.99	45260	71293
6  	44870      	38    	50951.9	3567.35	44870	59666
7  	44870      	38    	50066.5	3411.87	44870	57810
8  	44870      	39    	49672  	3821.28	44870	60102
9  	39912      	44    	49305.6	3177.4 	39912	54419
10 	39912      	36    	47606.6	4217.69	39912	60206
11 	39912      	39    	46242.1	3843.43	39912	55209
12 	39912      	37    	44923.2	3709.07	39912	55181
13 	37986      	38    	43029  	3292.44	37986	52562
14 	37986      	33    	42787.1	3939.4 	37986	51693
15 	37986      	34    	42689.4	4177.61	37986	56696
16 	36941      	41    	41904.5	3680.01	36941	52922
17 	36941      	39    	41294.5	3413.74	36941	49421
18 	36941      	37    	41242.3	3723.49	36941	53563
19 	36941      	40    	41722  	4000.96	36941	49894
20 	36941      	32    	41218.2	3500.94	36941	49058
21 	35719      	38    	41495.4	3300.23	35595	48120
22 	35142      	41    	40947.7	3968.25	35142	51170
23 	35142      	35    	39945.5	4048.45	35142	51950
24 	35142      	34    	39335.2	3304.41	35142	46249
25 	35142      	41    	39312.7	3329.92	35142	48232
26 	35142      	40    	38556  	3476.63	35142	47538
27 	35142      	36    	39295.4	4324.83	35142	51120
28 	35142      	35    	39111  	3129.63	35142	47464
29 	35142      	33    	39005.1	3947.36	35142	47853
30 	35142      	38    	38743.7	3547.17	35142	46029
31 	35142      	37    	38649.1	3835.11	35142	48598
32 	35142      	37    	38551.1	3647.33	35142	50641
33 	35142      	33    	38521  	3779.66	35142	49881
34 	35142      	32    	38395.6	3077.07	35142	47012
35 	35142      	37    	38520  	3459.85	35142	46094
36 	35142      	38    	37749.9	2909.21	35142	44121
37 	35142      	37    	37952.8	3041.1 	35142	46511
38 	35142      	30    	38256.2	3424.54	35142	46795
39 	35142      	37    	37543.4	3002.97	35142	47348
40 	35142      	35    	38254.5	3615.58	35142	46352
41 	35142      	37    	38341.2	3619.83	35142	47309
42 	35142      	41    	38711.5	4105.72	35142	50195
43 	35142      	37    	38575.1	3383.03	35142	45763
44 	35142      	40    	38744.3	3626.59	35142	47607
45 	35142      	44    	38812.1	3104.04	35142	44918
46 	35142      	34    	38715.4	3456.41	35142	46685
47 	35142      	41    	38906  	3565.26	35142	47829
48 	35142      	29    	38889.8	3693.34	35142	46377
49 	35142      	37    	38857.1	3570.41	35142	48673
50 	35142      	42    	39257.2	3758.1 	35142	50148
51 	35142      	33    	38498  	3577.86	35142	46249
52 	35142      	40    	39241.4	3910.62	35142	49319
53 	35142      	40    	39497.5	4135.36	35142	50889
54 	35142      	40    	38681.8	4010.63	35142	48233
55 	35142      	38    	37886.2	3068.19	35142	46530
56 	35142      	36    	38340  	3204.52	35142	48083
57 	35142      	36    	38726.4	3822.92	35142	47731
58 	35142      	32    	38193.6	3714.98	35142	45344
59 	35142      	38    	38764.8	4163.67	35142	48571
60 	35142      	31    	39179.2	3817.9 	35142	47207
61 	35142      	31    	38620.8	3180.88	35142	45648
62 	35142      	36    	38799.1	3491.37	35142	45854
63 	35142      	34    	39011.5	3422.21	35142	49067
64 	35142      	35    	38382  	3755.68	35142	48896
65 	35142      	38    	39077.9	3530.11	35142	45965
66 	35142      	35    	39073.2	3623.99	35142	46732
67 	35142      	39    	38780  	3434.75	35142	47047
68 	35142      	35    	38066.7	2882.9 	35142	43600
69 	35142      	43    	39084.8	3551.37	35142	46634
70 	35142      	38    	38897.7	3371.29	35142	45969
71 	35142      	32    	37833.7	3210.17	35142	46735
72 	35142      	39    	38849.9	3979.77	35142	52673
73 	35142      	35    	38291.4	3249.07	35142	46816
74 	35142      	35    	37787.1	3278.36	35142	45661
75 	35142      	42    	38906.9	4044.54	35142	48124
76 	35142      	36    	37417.5	3083.45	35142	45694
77 	35142      	34    	37994.7	3246.72	35142	46698
78 	35142      	41    	38151.8	3132.21	35142	46684
79 	35142      	35    	38905.6	3793.03	35142	46146
80 	35142      	38    	39473.8	3815.36	35142	47571
81 	35142      	39    	38776.8	3527.07	35142	46739
82 	35142      	31    	38448.7	3593.26	35142	49822
83 	35142      	41    	39311.2	3772.88	35142	49321
84 	35142      	38    	39720.2	3539.72	35142	48783
85 	35142      	34    	39596.3	3290.58	35142	47427
86 	35142      	40    	40562.1	4082.92	35142	51837
87 	35142      	34    	39618.4	3970.04	35142	49751
88 	35142      	35    	38555.6	3336.36	35142	48612
89 	35142      	37    	38923.8	3478.27	35142	45755
90 	35142      	36    	39570.4	3859.97	35142	48281
91 	35142      	41    	39354  	3710.81	35142	46890
92 	35142      	39    	38462.1	3742.86	35142	48738
93 	35142      	40    	39398.2	3832.47	35142	48411
94 	35142      	36    	38632.7	3480.34	35142	46960
95 	35142      	37    	38513.6	3674.78	35142	46890
96 	35142      	28    	38577  	3961.64	35142	48301
97 	35142      	39    	38252.4	3747.98	35142	48442
98 	35142      	38    	38862.3	4048.13	35142	50728
99 	35142      	37    	38244  	3609.12	35142	47450
100	35142      	37    	38904.4	4422.69	35142	57334
run 8: 35142.00 77 2481
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	54990      	50    	71593.1	5954.29	54990	85998
1  	52944      	43    	66219  	5849.8 	52944	79210
2  	50018      	35    	59992.4	5508.13	50018	73881
3  	48018      	37    	56173.6	3631.14	48018	64883
4  	46593      	37    	54047.2	3710.8 	46593	61948
5  	46593      	30    	52002.3	2987.31	46593	58744
6  	43483      	40    	51658.7	3944.28	43483	60767
7  	43483      	44    	50353.5	3836.58	43483	57110
8  	41248      	37    	48964.5	4449.01	41248	57417
9  	40239      	36    	47980  	4185.93	40239	58522
10 	40239      	38    	47460.3	4129.83	40239	57413
11 	40239      	30    	45729.7	3357.59	40239	51781
12 	39183      	35    	44411.4	3542.4 	39183	55129
13 	36986      	40    	44829.1	3550.57	36986	51170
14 	36986      	40    	43900.6	3610.17	36986	54708
15 	36986      	38    	42544.9	4333.64	36986	52861
16 	36840      	37    	40932.2	3642.89	36840	50704
17 	35447      	35    	40516.4	3884.72	35447	51713
18 	34404      	38    	40135  	3772.56	34404	47487
19 	34404      	38    	38947.4	3172.75	34404	45596
20 	34404      	39    	39519.6	3724.37	34404	47871
21 	34404      	38    	39271.9	3632.67	34404	50879
22 	34404      	40    	39419.5	3591.64	34404	46627
23 	34404      	37    	40050.5	3839.4 	34404	50782
24 	34404      	37    	39822.1	4615.81	34404	50275
25 	34404      	44    	39594  	3935.86	34404	47782
26 	34404      	40    	39501.9	4071.41	34404	48756
27 	34404      	44    	39591.5	4141.25	34404	48742
28 	34404      	40    	40335.8	4582.88	34404	49521
29 	34404      	37    	39900.9	4485.61	34404	51066
30 	34404      	37    	38519.5	4018.61	34404	49856
31 	34404      	40    	38942.4	3593.81	34404	46006
32 	34404      	33    	39194.9	4743.75	34404	52477
33 	34404      	37    	38960.6	4482.32	34404	48664
34 	34404      	37    	38806.7	3955.76	34404	48836
35 	34404      	41    	38361.3	4107.41	34404	47326
36 	34404      	33    	37689.5	4255.65	34404	50661
37 	34404      	36    	37235.9	3501.73	34404	46367
38 	34404      	39    	37781.4	3475.7 	34404	44382
39 	34404      	37    	37808.6	3744.28	34404	48466
40 	34404      	39    	37844.8	3845   	34404	46705
41 	34404      	32    	37636.5	4078   	34404	46960
42 	34404      	33    	37657.1	3216.39	34404	44485
43 	34404      	45    	38646.7	4038.66	34404	51325
44 	34404      	37    	39191.4	3775.66	34404	47397
45 	34404      	36    	38976  	3667.51	34404	47030
46 	34404      	31    	38574.8	3654.56	34404	47902
47 	34404      	37    	39300.6	4221.49	34404	49625
48 	34404      	32    	38621.4	3653.7 	34404	48223
49 	34404      	40    	38447  	3869.59	34404	48500
50 	34404      	40    	38942.3	3521.8 	34404	45787
51 	34404      	39    	38910.3	3839.92	34404	48209
52 	34404      	40    	39054.5	3684.09	34404	46757
53 	34404      	42    	37959.3	3342.8 	34404	50481
54 	34404      	34    	37859.7	4001.36	34404	46057
55 	34404      	31    	38495.9	4345.49	34404	50238
56 	34404      	35    	38609  	4139.58	34404	48726
57 	34404      	38    	37731.9	3625.38	34404	47629
58 	34404      	34    	37379.5	3575.17	34404	46601
59 	34404      	39    	37393  	3510.19	34404	45913
60 	34404      	35    	38299  	4207.54	34404	48268
61 	34404      	42    	39515.3	3829.5 	34404	48337
62 	34404      	31    	38950  	3805.55	34404	47421
63 	34404      	37    	38864.4	4361.7 	34404	51629
64 	34404      	40    	38594.1	4481.09	34404	50114
65 	34404      	29    	37980.7	3355.55	34404	45835
66 	34404      	38    	38140.4	3967.58	34404	47582
67 	34404      	31    	37702.2	3753.45	34404	47384
68 	34404      	34    	37836.4	3574.94	34404	45937
69 	34404      	34    	38366.4	3781.77	34404	45993
70 	34404      	41    	39403  	4174.35	34404	46278
71 	34404      	39    	40626.4	4577.88	34404	55469
72 	34404      	38    	40059.5	4364.9 	34404	53366
73 	34404      	39    	38721  	4613.94	34404	51474
74 	34404      	44    	38895  	4452.3 	34404	52775
75 	34404      	39    	39027.7	4074.3 	34404	46119
76 	34404      	41    	38052  	3593.48	34404	45545
77 	34404      	40    	38446.2	4031.95	34404	46763
78 	34404      	43    	38594.9	3438.72	34404	46537
79 	34404      	37    	38607.6	3720.03	34404	44609
80 	34404      	37    	38334.7	4337.2 	34404	50992
81 	34404      	35    	38197  	3643.88	34404	45661
82 	34404      	45    	38009  	3322.88	34404	43697
83 	34404      	34    	38595.8	4307.53	34404	49058
84 	34404      	36    	39059.5	3654.09	34404	47081
85 	34404      	31    	38479.2	3729.03	34404	45224
86 	34404      	27    	38706.7	4334   	34404	48566
87 	34404      	33    	37653.2	3607.37	34404	49447
88 	34404      	33    	37602.8	3567.28	34404	47817
89 	34404      	33    	37561  	3887.44	34404	49402
90 	34404      	41    	38547.1	3805.73	34404	48040
91 	34404      	37    	38779.4	4174.63	34404	51272
92 	34404      	32    	37973.6	3799.22	34404	46300
93 	34404      	40    	38608.6	3874.14	34404	48603
94 	34404      	37    	39331.4	4687.85	34404	57606
95 	34404      	34    	37921.6	3862.44	34404	48658
96 	34404      	31    	37955.4	3584.47	34404	44768
97 	34404      	43    	38826.4	3944.08	34404	47471
98 	34404      	41    	40373.1	5064.73	34404	53047
99 	34404      	42    	39275.2	3910.73	34404	48364
100	34404      	35    	38433.4	3373.73	34404	45327
run 9: 34404.00 25 2412
gen	best_of_gen	nevals	avg    	std   	min 	max  
0  	9377       	50    	13628.1	2169.8	9377	18957
1  	8860       	39    	12267  	2123.56	8860	18881
2  	7941       	39    	11244.7	1548.76	7941	14582
3  	7474       	42    	10729.6	2049.75	7474	15588
4  	7474       	36    	10263.5	2112.27	7474	15480
5  	7474       	41    	9475.24	1857.29	7474	14980
6  	7474       	38    	9217.38	1978.13	7474	13955
7  	7474       	38    	9565.38	2049.71	7474	14387
8  	7474       	37    	9838.14	2059.14	7474	14933
9  	7474       	30    	9243.68	1897.14	7474	13351
10 	7474       	34    	9474.22	1993.39	7474	14387
11 	7474       	36    	9237.44	2353.35	7474	16299
12 	7474       	45    	9787.78	2138.98	7474	15121
13 	7474       	39    	9447.02	2030.77	7474	15161
14 	7474       	31    	9647.36	1978.82	7474	13955
15 	7474       	35    	9801.8 	2154.06	7474	15106
16 	7474       	35    	9551.94	2313.09	7474	13961
17 	7474       	31    	9223.42	2119.07	7474	15669
18 	7474       	35    	9445.54	1984.55	7474	14420
19 	7474       	41    	10498.4	2159.04	7474	15246
20 	7474       	39    	9803.46	2219.87	7474	16312
run 0: 7474.00 3 506
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9265       	50    	13934.2	2240.99	9265	19263
1  	9265       	31    	12849  	1906.75	9265	19313
2  	7941       	41    	11331.5	1535.96	7941	15598
3  	7941       	33    	11029.2	1679.98	7941	15060
4  	7941       	41    	10309  	1712.55	7941	14709
5  	7941       	34    	10127.4	1885.11	7941	14669
6  	7941       	41    	10368.8	1810.28	7941	13560
7  	7941       	39    	10042.3	1877.32	7941	14605
8  	7941       	37    	10116.1	2226.58	7941	14862
9  	7941       	39    	10071  	2127.05	7941	15121
10 	7941       	36    	9684.84	2041.14	7941	14999
11 	7941       	37    	9604.42	1764.93	7941	13421
12 	7941       	41    	9476.28	1911.8 	7941	15553
13 	7941       	35    	9276.2 	1577.19	7941	13247
14 	7941       	40    	9652.96	1976.04	7941	15448
15 	7941       	27    	8930.74	1429.45	7941	13996
16 	7941       	41    	9656.98	2022.2 	7941	15102
17 	7941       	31    	9353.18	2001.23	7941	16768
18 	7941       	33    	9700.66	2155.87	7941	15206
19 	7941       	44    	10057.1	2087.56	7941	15340
20 	7941       	43    	9814.56	1954.77	7941	15476
run 1: 7941.00 0 502
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9005       	50    	13559.9	2136.02	9005	17959
1  	9005       	36    	12520.5	2156.81	9005	17059
2  	7941       	36    	11838.5	2074.44	7941	16068
3  	7941       	36    	11063.8	1848.96	7941	16336
4  	7941       	39    	10845.5	1973.77	7941	15770
5  	7941       	39    	10367.3	2161.6 	7941	16013
6  	7941       	42    	10014.5	1978.05	7941	15648
7  	7941       	39    	9748.9 	2067.93	7941	17276
8  	7941       	41    	9662.22	1947.71	7941	13737
9  	7941       	38    	9236.92	1766.56	7941	14559
10 	7941       	41    	9602.9 	1843.47	7941	14124
11 	7941       	38    	9418   	1766.75	7941	15206
12 	7941       	39    	9456.98	1863.41	7941	14465
13 	7941       	42    	9780.92	1897.52	7941	14930
14 	7941       	33    	9460.92	1814.81	7941	13290
15 	7941       	39    	9792.9 	2171.76	7941	15086
16 	7941       	35    	9586.34	1978.53	7941	14847
17 	7941       	37    	9548.82	1839.5 	7941	14670
18 	7941       	43    	9739.98	2138.66	7941	15448
19 	7941       	32    	9500.88	1600.57	7941	13279
20 	7941       	43    	9474.02	1999.12	7941	15103
run 2: 7941.00 4 503
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9013       	50    	13706.2	2222.34	9013	18847
1  	7474       	35    	12080.1	1940.14	7474	17164
2  	7474       	37    	11379.6	1980.83	7474	17049
3  	7474       	34    	10726.1	2125.08	7474	17615
4  	7474       	36    	10687.2	2269.79	7474	16951
5  	7474       	40    	10058.1	2310.03	7474	16380
6  	7474       	42    	9721.66	2005.54	7474	14718
7  	7474       	42    	9538.78	2157.13	7474	14980
8  	7474       	39    	9972.54	2476.71	7474	15165
9  	7474       	40    	10019.4	2401.5 	7474	16081
10 	7474       	33    	9581.98	2262.61	7474	15972
11 	7474       	35    	9328.46	2152.57	7474	14551
12 	7474       	44    	9216.06	1835.07	7474	14810
13 	7474       	39    	9843.4 	2092.58	7474	13906
14 	7474       	35    	9626.96	2324.58	7474	16435
15 	7474       	41    	9612.86	2289.52	7474	15635
16 	7474       	39    	9380.54	1883.36	7474	14099
17 	7474       	41    	9858.92	2146.68	7474	15161
18 	7474       	36    	9574.16	2120.91	7474	15669
19 	7474       	37    	9590   	2061.12	7474	14656
20 	7474       	38    	9326.32	2063.61	7474	14387
run 3: 7474.00 2 532
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9533       	50    	14400.6	2201.72	9533	20308
1  	7941       	40    	12464.7	1955.62	7941	16742
2  	7474       	37    	11654.9	2183.94	7474	16547
3  	7474       	34    	10594.3	2338.45	7474	16642
4  	7474       	36    	9489.3 	1911.85	7474	15623
5  	7474       	36    	9416.5 	1979.62	7474	15301
6  	7474       	38    	9734.94	1929.53	7474	13995
7  	7474       	32    	9782.28	2196.2 	7474	16467
8  	7474       	44    	9429.22	1976.54	7474	13560
9  	7474       	38    	9830.12	2081.79	7474	15161
10 	7474       	40    	9814   	2299.71	7474	15880
11 	7474       	41    	9580.86	2088.47	7474	15372
12 	7474       	38    	9144.32	1650.33	7474	12805
13 	7474       	37    	9468.14	2310.65	7474	16131
14 	7474       	36    	9585.24	2220.85	7474	15301
15 	7474       	33    	9203.96	2204.08	7474	14810
16 	7474       	42    	9559.74	2291.64	7474	13631
17 	7474       	31    	9118.9 	2116.47	7474	13955
18 	7474       	39    	9729.32	1955.43	7474	13906
19 	7474       	39    	8767   	1716.01	7474	14042
20 	7474       	45    	9746.26	2278.68	7474	14927
run 4: 7474.00 3 488
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9321       	50    	14044.5	2012.52	9321	19523
1  	8095       	44    	12817.7	2108.03	8095	17643
2  	7941       	42    	11291  	1940.08	7941	15220
3  	7941       	41    	11030.7	2356.18	7941	18194
4  	7941       	34    	10074.3	2155.58	7941	14492
5  	7941       	35    	9846.46	1866.66	7941	13961
6  	7941       	38    	9536.92	1967.21	7941	14745
7  	7941       	41    	10044.1	2025.67	7941	15377
8  	7941       	41    	9581.84	1794.24	7941	14645
9  	7941       	37    	9239.24	1831.52	7941	15192
10 	7941       	40    	9664.4 	1817.4 	7941	13340
11 	7941       	35    	9226.18	1650.45	7941	14835
12 	7941       	34    	9868.88	2137.25	7941	15759
13 	7941       	41    	9951.84	1779.22	7941	13545
14 	7941       	33    	9814.8 	1972.93	7941	14497
15 	7941       	43    	9979.28	2011.58	7941	14840
16 	7941       	46    	10420  	2178.82	7941	15452
17 	7941       	38    	9966.16	1929.39	7941	14766
18 	7941       	40    	9554.78	1796.35	7941	13984
19 	7941       	38    	9623.72	1986.88	7941	15192
20 	7941       	39    	9470.32	1835.39	7941	14753
run 5: 7941.00 2 508
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9030       	50    	13895.1	2287.68	9030	20817
1  	7474       	43    	11797.4	1801.32	7474	15748
2  	7474       	31    	10722.7	1912.1 	7474	17592
3  	7474       	35    	10256.8	1888.21	7474	15331
4  	7474       	42    	10442.3	1914.73	7474	15706
5  	7474       	41    	9924.64	2051.66	7474	15304
6  	7474       	35    	9355.96	1892.71	7474	15469
7  	7474       	37    	9499.1 	2091.22	7474	15815
8  	7474       	41    	10022.6	2524.29	7474	17842
9  	7474       	40    	9666.16	2058.57	7474	15919
10 	7474       	41    	9907.62	2417.3 	7474	15561
11 	7474       	36    	9546.46	2145.31	7474	14298
12 	7474       	39    	9491.34	2232.4 	7474	15121
13 	7474       	33    	8968.82	1935.14	7474	15301
14 	7474       	38    	9009.46	1633.72	7474	13797
15 	7474       	42    	9619.04	1902.41	7474	14387
16 	7474       	37    	9306.62	1840.59	7474	13237
17 	7474       	41    	9477.54	2171.43	7474	14206
18 	7474       	30    	9146.32	1918.92	7474	13634
19 	7474       	37    	9254.26	1749.02	7474	13961
20 	7474       	39    	9258.76	2065.66	7474	15299
run 6: 7474.00 3 503
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	10490      	50    	14634.6	2200.46	10490	20662
1  	7474       	39    	12665.3	1788.39	7474 	17262
2  	7474       	37    	11716.9	1802.26	7474 	18399
3  	7474       	36    	11461.9	1760.08	7474 	16680
4  	7474       	36    	11042.5	2185.03	7474 	17085
5  	7474       	38    	10166.8	2019.88	7474 	15338
6  	7474       	35    	9637.62	1980.33	7474 	13995
7  	7474       	41    	10072.7	2100.65	7474 	15204
8  	7474       	35    	9775.26	2040.8 	7474 	15372
9  	7474       	40    	9491.12	2018.89	7474 	14387
10 	7474       	40    	9652.14	2175.1 	7474 	14203
11 	7474       	37    	9208.32	1876.81	7474 	15223
12 	7474       	37    	9483.28	2130.59	7474 	14980
13 	7474       	41    	10492.7	2555.52	7474 	15254
14 	7474       	33    	9486.14	2048.14	7474 	14980
15 	7474       	41    	9254.24	1954.12	7474 	13468
16 	7474       	40    	9697.36	2105.82	7474 	13671
17 	7474       	44    	10001.7	2089.17	7474 	14285
18 	7474       	39    	9762.66	2178.68	7474 	14927
19 	7474       	36    	9720.66	2101.66	7474 	15246
20 	7474       	32    	9341.46	2038.6 	7474 	15973
run 7: 7474.00 4 519
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	10009      	50    	14314.3	2283.28	10009	19186
1  	7474       	34    	12953.9	2215.97	7474 	19666
2  	7474       	43    	11440.6	1996.75	7474 	15646
3  	7474       	31    	10249.9	1878.96	7474 	13521
4  	7474       	32    	10390  	2282.47	7474 	16467
5  	7474       	29    	9472.6 	1952.13	7474 	15045
6  	7474       	41    	9644.64	2195.73	7474 	15551
7  	7474       	39    	9772.58	2300.38	7474 	16775
8  	7474       	41    	9531.44	2092.84	7474 	13906
9  	7474       	36    	9807.7 	2367.23	7474 	15669
10 	7474       	40    	9543.02	2249.21	7474 	15669
11 	7474       	32    	9118.52	2173.74	7474 	17089
12 	7474       	38    	9275.14	1904.45	7474 	13297
13 	7474       	39    	9305.12	1690.78	7474 	13179
14 	7474       	34    	9028.08	1737.99	7474 	13560
15 	7474       	37    	9135.66	1891.41	7474 	15218
16 	7474       	35    	9119.78	1775.37	7474 	13468
17 	7474       	33    	9573.24	2088.92	7474 	15903
18 	7474       	38    	9487.5 	2068.44	7474 	14022
19 	7474       	33    	9485.36	2300.61	7474 	15669
20 	7474       	37    	9150.4 	2304.19	7474 	15161
run 8: 7474.00 8 495
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9697       	50    	13941.4	2098.99	9697	17536
1  	8095       	43    	12356.9	2034.51	8095	18371
2  	7941       	40    	10960.4	1923.66	7941	15561
3  	7889       	41    	10409.4	1570.84	7889	12941
4  	7889       	40    	10708  	2213.6 	7889	16390
5  	7889       	40    	10454.5	2133.53	7889	16254
6  	7889       	35    	9863.96	2032.12	7889	16768
7  	7889       	36    	9780.3 	2162.78	7889	14688
8  	7889       	40    	9711.2 	1933.8 	7889	14819
9  	7474       	35    	9423.12	1718.85	7474	13746
10 	7474       	41    	9846.34	1995.02	7474	16024
11 	7474       	35    	9401.6 	1874.03	7474	15103
12 	7474       	35    	9416.48	1880.89	7474	13468
13 	7474       	36    	9357.88	2001.28	7474	13812
14 	7474       	37    	9005.78	1941.37	7474	16129
15 	7474       	43    	8942.54	1622.58	7474	12567
16 	7474       	33    	9569.7 	2083.97	7474	13857
17 	7474       	40    	10143.1	2178.73	7474	14927
18 	7474       	40    	9512.94	1810.54	7474	13453
19 	7474       	39    	9746.5 	2089.06	7474	15301
20 	7474       	44    	10203.1	2241.85	7474	15968
run 9: 7474.00 3 520
gen	best_of_gen	nevals	avg    	std    	min 	max  
0  	9472       	50    	13265.4	1940.61	9472	17036
1  	8655       	38    	12226.6	1879.28	8655	17596
2  	8655       	35    	11183  	1741.06	8655	15900
3  	8655       	34    	10233.4	1563.31	8655	14318
4  	8561       	42    	10074.7	1581.53	8561	13353
5  	8561       	34    	10259.9	2004.13	8561	14663
6  	8561       	34    	10081.1	1799.83	8561	14752
7  	8561       	39    	10119.4	1760.37	8561	14798
8  	8561       	36    	10148.6	2099.98	8561	15452
9  	8561       	36    	10068.1	1832.77	8561	14782
10 	8561       	35    	9817.12	1636.8 	8561	14193
