gen	best_of_gen	nevals	avg    	std    	min  	max  
12 	17161      	35    	21503.9	3148.62	17161	28085
13 	17161      	38    	21174.5	2970.79	17161	27830
14 	17161      	38    	20948.2	2918.53	17161	27353
15 	17161      	36    	20618.2	3344.91	17161	27956
16 	17161      	41    	20680.9	3412.78	17161	29973
17 	17161      	41    	19715.6	2952.65	17161	26824
18 	17161      	39    	20217.5	3516.51	17161	32294
19 	17161      	43    	20096.2	3202.68	17161	29575
20 	17161      	36    	20792.4	3384.48	17161	28380
21 	17161      	35    	20785.9	3342.72	17161	27018
22 	17161      	34    	20535  	3432.67	17161	27923
23 	17161      	43    	20247  	3039.46	17161	26220
24 	17161      	38    	20600.2	3371.13	17161	29318
25 	17161      	36    	19840.5	2952.4 	17161	27652
26 	17161      	42    	20347.7	3510.2 	17161	29616
27 	17161      	37    	20062.9	3639.02	17161	29237
28 	17161      	35    	20660.9	3582.46	17161	29037
29 	17161      	36    	21194.7	3979.27	17161	31478
30 	17161      	39    	21475.4	3240.95	17161	30298
31 	17161      	42    	21442  	3384.43	17161	29616
32 	17161      	34    	20771  	2903.56	17161	28356
33 	17161      	39    	20958.2	3442.56	17161	29531
34 	17161      	38    	20312.8	2901.46	17161	25121
35 	17161      	41    	20860.9	3563.88	17161	29239
36 	17161      	33    	20141.9	3484.09	17161	29753
37 	17161      	39    	19712.3	3056.19	17161	28344
38 	17161      	39    	20051.1	3262.88	17161	27927
39 	17161      	34    	19488.9	2976.58	17161	27746
40 	17161      	39    	20492.2	3265.52	17161	26522
41 	17161      	31    	19966.1	3515.56	17161	27439
42 	17161      	28    	19698.4	3514.78	17161	29285
43 	17161      	36    	19620.4	3083.89	17161	29636
44 	17161      	40    	20847.9	3515.76	17161	27588
45 	17161      	34    	20066.9	2984.63	17161	27652
46 	17161      	37    	20318.9	3101.85	17161	26694
47 	17161      	35    	20931.2	3316.26	17161	27111
48 	17161      	37    	20385.2	3061.93	17161	27415
49 	17161      	40    	20277.4	2955.05	17161	26558
50 	17161      	35    	20318.1	3590.5 	17161	33648
run 9: 17161.00 7 1239
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	22906      	50    	30774.6	2897.95	22906	35650
1  	19336      	39    	28239.3	3768.44	19336	37287
2  	19336      	45    	25703.6	3816.08	19336	34637
3  	19336      	42    	24821.2	2846.49	19336	31639
4  	17877      	41    	24434.4	2731.05	17877	33275
5  	17547      	34    	23173.7	2496.17	17547	28107
6  	17224      	38    	22208.8	2928.76	17224	27526
7  	15768      	35    	21364.4	3394.47	15768	30351
8  	15768      	34    	19494.9	2626.18	15768	25162
9  	15768      	39    	19701.4	3097.9 	15768	26660
10 	15241      	39    	18736.2	2984.28	15241	27599
11 	15241      	32    	17944  	2260.54	15241	22513
12 	15241      	41    	18741  	3408.13	15241	26660
13 	15241      	43    	18655.3	3107.29	15241	26594
14 	15241      	37    	19178  	3148.46	15241	27019
15 	15241      	46    	19062  	3207.46	15241	28407
16 	15241      	41    	19418.3	3098.03	15241	27816
17 	15241      	38    	19205  	3247.03	15241	28936
18 	15241      	41    	18723.8	3310.8 	15241	28441
19 	15241      	35    	19188  	3219.46	15241	26909
20 	15241      	40    	19136.5	3601.56	15241	27897
21 	15241      	35    	18767.1	3071.05	15241	26625
22 	15241      	39    	18978.3	3338.8 	15241	25256
23 	14977      	39    	18256.9	3022.15	14977	26288
24 	14977      	33    	18396  	3206.43	14977	25540
25 	14977      	40    	18631  	3451.93	14977	25564
26 	14977      	33    	18319.6	3311.7 	14977	25454
27 	14977      	42    	19248.4	3428.63	14977	27898
28 	14977      	39    	18745.8	3512.68	14977	29121
29 	14977      	39    	18010.5	3218.52	14977	27436
30 	14977      	38    	18619.7	3319.5 	14977	26988
31 	14977      	42    	18819.2	3785.15	14977	29347
32 	14977      	37    	19281.3	3681.83	14977	26730
33 	14977      	38    	18869.1	3609.29	14977	27395
34 	14977      	35    	18591.7	3798.47	14977	27860
35 	14977      	39    	17810.5	3436.08	14977	26678
36 	14977      	39    	18030.8	3379.56	14977	26255
37 	14977      	36    	17381.8	3055.01	14977	27150
38 	14977      	35    	17609  	3084.35	14977	25232
39 	14977      	39    	17438.9	3106.78	14977	25616
40 	14977      	37    	17717.1	3228.91	14977	24895
41 	14977      	43    	18448  	3339.23	14977	25497
42 	14977      	37    	17917.6	3019.52	14977	26098
43 	14977      	32    	18294.4	3661.01	14977	29096
44 	14977      	39    	18182.6	3395.27	14977	26142
45 	14977      	38    	17936.2	3424.16	14977	28114
46 	14977      	41    	17932.8	3359.25	14977	28684
47 	14977      	33    	17414.3	3162.17	14977	25659
48 	14977      	37    	17804.2	2912.94	14977	24771
49 	14977      	35    	17795  	3369.08	14977	25656
50 	14977      	39    	18189.9	3754.67	14977	28016
run 0: 14977.00 9 1261
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	24618      	50    	31326.9	2439.72	24618	38146
1  	22645      	40    	29227  	2985.2 	22645	36511
2  	21812      	36    	27213  	3036.89	21812	34792
3  	19458      	39    	25779.4	3059.26	19458	33492
4  	17206      	41    	24095.1	2970.27	17206	31479
5  	17206      	36    	22509.4	2759.29	17206	30100
6  	16865      	43    	22336.3	3291.72	16865	29223
7  	16865      	41    	21849.7	3028.57	16865	29308
8  	16024      	36    	20795.7	3068.92	16024	27882
9  	16024      	39    	21153.6	2886.41	16024	25789
10 	16024      	40    	20490.6	3335.37	16024	28010
11 	16024      	40    	20746.6	4134.71	16024	32389
12 	16024      	37    	20048.9	3674.27	16024	28904
13 	16024      	37    	20048.9	3625.79	16024	29188
14 	16024      	37    	19632.6	3864.23	16024	31051
15 	16024      	39    	19252.7	3469.61	16024	28970
16 	16024      	41    	20240.7	3615.99	16024	28064
17 	16024      	37    	19498.3	3784.47	16024	29905
18 	16024      	41    	18756.5	2955.56	16024	25552
19 	16024      	39    	19202.3	3264.93	16024	26990
20 	16024      	41    	19508.2	3041.21	16024	25231
21 	16024      	31    	19191.7	3110.68	16024	26568
22 	16024      	37    	18535.3	3041.06	16024	26465
23 	16024      	38    	18932.7	2951.62	16024	27222
24 	16024      	34    	18576.2	3064.25	16024	26465
25 	15925      	38    	19657.1	3901   	15925	27678
26 	15925      	36    	18898.4	2961.55	15925	25097
27 	15925      	39    	19415.4	3289.76	15925	26680
28 	15925      	34    	19257.1	3011.13	15925	28328
29 	15925      	35    	19372.8	3362.62	15925	27620
30 	15925      	35    	19082.6	3050.11	15925	25578
31 	15925      	33    	18639.6	2556.77	15925	24015
32 	15925      	31    	18091.2	2544.25	15925	25735
33 	15814      	40    	18705.2	2979.48	15814	26420
34 	15814      	36    	19536.1	3638.19	15814	28429
35 	15808      	38    	19421.3	3215.59	15808	27339
36 	15808      	34    	18848.6	3355.5 	15808	26165
37 	15808      	36    	18445.4	2674.43	15808	24187
38 	15808      	34    	18222  	2824.87	15808	23728
39 	15808      	43    	19882.4	3594.04	15808	27909
40 	14981      	41    	18978.8	3734.09	14981	30896
41 	14981      	39    	18456.1	2869.88	14981	24042
42 	14981      	32    	18253  	2782.7 	14981	25940
43 	14981      	35    	18167.8	2811.74	14981	24483
44 	14981      	41    	18976.5	3376.87	14981	25731
45 	14981      	32    	18103.3	2758.05	14981	24192
46 	14981      	37    	18480.3	3563.61	14981	27524
47 	14981      	38    	18233.4	3566.31	14981	29343
48 	14981      	42    	17996.1	3350   	14981	27345
49 	14981      	41    	19222.5	3709.85	14981	28641
50 	14981      	38    	18275.4	2819.81	14981	23319
run 1: 14981.00 14 1248
gen	best_of_gen	nevals	avg  	std    	min  	max  
0  	23885      	50    	31219	3463.96	23885	41785
1  	20037      	31    	28744	2907.88	20037	35247
2  	19752      	37    	26606.5	2790.28	19752	35279
3  	18679      	41    	24599.6	3291.88	18679	31875
4  	17969      	41    	22868.9	3095.46	17969	31832
5  	17969      	40    	22350  	2893.52	17969	29025
6  	17969      	36    	21835.1	2943.37	16389	27804
7  	16237      	40    	20959.2	3332.3 	16237	28299
8  	16237      	31    	19942.8	3360.27	16237	30618
9  	16237      	38    	20429.2	3161.96	16237	28568
10 	15808      	41    	20472.5	3589.09	15808	29084
11 	15808      	43    	19918.1	3196.17	15808	27340
12 	15808      	40    	20148.8	3223.7 	15808	27709
13 	14981      	37    	19969.7	3709.08	14981	28583
14 	14981      	43    	19976.9	3398.9 	14981	28656
15 	14981      	37    	19783.4	3313.53	14981	27857
16 	14977      	42    	19143.1	3276.16	14977	27028
17 	14977      	39    	19044.4	3535.63	14977	27219
18 	14977      	37    	17636.6	3283.85	14977	28444
19 	14977      	38    	17988.7	3232.13	14977	25410
20 	14977      	34    	18479.9	3137.92	14977	25928
21 	14977      	32    	17906.5	3283.1 	14977	28951
22 	14977      	41    	19635.4	3719.34	14977	29556
23 	14977      	34    	18996.9	2835.62	14977	25273
24 	14977      	30    	18830.6	3331.26	14977	24819
25 	14977      	41    	18908.7	3670.5 	14977	25802
26 	14977      	36    	18512.1	3647.88	14977	25850
27 	14977      	32    	17364.6	3373.88	14977	29004
28 	14977      	40    	17800.7	3567.92	14977	25068
29 	14977      	39    	17584.8	3316.98	14977	26492
30 	14977      	41    	18137.7	3199.53	14977	26334
31 	14977      	39    	18240.8	3711.14	14977	26033
32 	14977      	37    	18543.5	3395.71	14977	26802
33 	14977      	32    	18480.3	3660.26	14977	28074
34 	14977      	37    	18340.6	2781.85	14977	24819
35 	14977      	36    	18535.1	3515.28	14977	25463
36 	14977      	33    	17578.4	3320.07	14977	25386
37 	14977      	41    	18213  	3079.02	14977	23459
38 	14977      	37    	18358.4	3913.61	14977	31911
39 	14977      	41    	18342.2	3434.31	14977	26672
40 	14977      	42    	18923.7	3725.61	14977	26831
41 	14977      	34    	18451.7	2874.74	14977	27429
42 	14977      	32    	18403.3	3149.33	14977	26075
43 	14977      	42    	18835  	3201.35	14977	25963
44 	14977      	35    	18294.2	3027.09	14977	26260
45 	14977      	35    	18583.9	3473.1 	14977	27777
46 	14977      	39    	18856.7	3411.32	14977	26879
47 	14977      	39    	18704.3	3521.4 	14977	26892
48 	14977      	39    	18498.4	3419.52	14977	28239
49 	14977      	41    	19023.4	3355.86	14977	28179
50 	14977      	44    	19325.3	3772.19	14977	28075
run 2: 14977.00 21 1253
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	23926      	50    	31358.1	2922.92	23926	37758
1  	21165      	36    	29179.3	2886.12	21165	34268
2  	19762      	35    	25915.5	2905.38	19762	32347
3  	16429      	37    	24245.6	3168.5 	16429	33458
4  	15434      	39    	23470.5	3905.86	15434	34151
5  	15434      	33    	21696.8	2979.95	15434	29631
6  	15434      	34    	21490.6	3966.96	15434	34821
7  	15434      	36    	20440.6	3302.41	15434	27272
8  	15434      	35    	20251.3	2966.96	15434	25434
9  	15281      	39    	20673.2	3464.74	15281	29365
10 	15281      	39    	19956.9	3314.01	15281	27275
11 	15281      	41    	19481.3	3905.54	15281	28373
12 	15281      	36    	19455.2	3635.25	15281	29677
13 	15281      	37    	19441.4	3403.22	15281	27473
14 	15281      	43    	19135  	3494.6 	15281	28264
15 	15281      	36    	18541.3	3441.53	15281	27299
16 	15281      	36    	18921.6	3526.82	15281	26114
17 	15281      	28    	18123.5	3069.29	15281	24286
18 	15281      	39    	18441.4	3029.66	15281	24593
19 	15281      	36    	19023  	4068.44	15281	29844
20 	15281      	38    	18269.1	2849.38	15281	24275
21 	15281      	40    	18544.8	3326.17	15281	27281
22 	15281      	41    	18706.1	3486.45	15281	28023
23 	15281      	41    	19241.7	3646.11	15281	27864
24 	15281      	41    	19191.2	3661.8 	15281	28486
25 	15281      	43    	19386.3	3325.68	15281	27300
26 	15281      	34    	19032.8	3822.05	15281	28195
27 	15281      	35    	18056.8	3380.2 	15281	25635
28 	15281      	39    	18586.5	3378.6 	15281	25977
29 	15281      	36    	18248.7	3293.11	15281	26557
30 	15281      	40    	18957.5	3309.15	15281	26116
31 	15281      	29    	18633.1	3523.86	15281	28474
32 	15281      	36    	18666.2	3600.25	15281	29252
33 	15281      	35    	18639.7	3316.24	15281	26068
34 	15281      	41    	18799.5	3489.74	15281	26826
35 	15281      	37    	19208  	3575.36	15281	27927
36 	15281      	39    	18441.8	3301.21	15281	26057
37 	15281      	41    	18801.9	3304.59	15281	28412
38 	15281      	41    	18616.4	2813.65	15281	24625
39 	15281      	34    	18688.8	3497.78	15281	26746
40 	15281      	32    	18089  	3305.76	15281	26572
41 	15281      	32    	18880.5	4066.8 	15281	28142
42 	15281      	41    	18534.7	3685.18	15281	29073
43 	15281      	36    	18293.4	3694.03	15281	29599
44 	15281      	41    	18671  	3319.68	15281	25868
45 	15281      	39    	18696.1	3044.38	15281	25541
46 	15281      	43    	18747  	3681.11	15281	26872
47 	15281      	38    	18747.4	3552.54	15281	27380
48 	15281      	35    	18475.4	3072.4 	15281	27558
49 	15281      	42    	18965.6	3545.26	15281	27617
50 	15281      	40    	18925.6	3170.1 	15281	27241
run 3: 15281.00 14 1265
gen	best_of_gen	nevals	avg    	std   	min  	max  
0  	25395      	50    	31107.5	3068.3	25395	39895
1  	25010      	38    	29137.3	2115.58	25010	34257
2  	21587      	38    	27892.7	2065.92	21587	32378
3  	17185      	32    	26113.7	2823.55	17185	31105
4  	17185      	38    	24795  	3398.08	17185	33180
5  	16120      	41    	23349.4	3552.37	16120	32344
6  	16120      	42    	22104.4	3252.63	16120	29377
7  	15434      	33    	20518  	3599.56	15434	28401
8  	15434      	40    	20277.3	3168.77	15434	27472
9  	15434      	31    	20067.9	3611.46	15434	27932
10 	15434      	36    	20193.4	3631.65	15434	29014
11 	15434      	34    	19455.1	3152.49	15434	24784
12 	15434      	34    	19095.1	3285.54	15434	28244
13 	15434      	40    	19056  	3678.05	15434	26885
14 	15328      	35    	18156.2	3190.26	15328	26182
15 	15328      	37    	18267.2	3844.16	15328	31205
16 	15328      	42    	18880.1	3518.67	15328	28834
17 	15328      	35    	19152.1	3494.96	15328	28111
18 	15328      	40    	18910.7	3393.55	15328	27292
19 	15328      	34    	18420.2	3388.62	15328	25805
20 	15328      	42    	18342.1	2976.34	15328	24060
21 	15328      	38    	18843.9	3330.45	15328	26305
22 	15328      	36    	18452.9	3186.94	15328	28537
23 	15328      	39    	18911.1	3380.9 	15328	26438
24 	15328      	39    	19879.8	3470.84	15328	29587
25 	15328      	41    	19895.2	3656.81	15328	30412
26 	15328      	41    	19119.7	3450.46	15328	25495
27 	15328      	42    	18734.4	3195.3 	15328	25558
28 	15328      	38    	19217.8	2989.18	15328	26848
29 	15328      	39    	19842.4	3687.84	15328	27978
30 	15328      	37    	19097  	2926.24	15328	25552
31 	15328      	38    	19086.1	3610.57	15328	28022
32 	15328      	45    	19298.1	3495.99	15328	27687
33 	15328      	36    	18740.1	3182.58	15328	25794
34 	15328      	42    	19239.6	3528.36	15328	26287
35 	15328      	38    	18946.5	3442.54	15328	26181
36 	15328      	40    	18795.5	3535.78	15328	25927
37 	15328      	41    	19383.5	3343.25	15328	26306
38 	15328      	34    	19170  	3887.15	15328	31886
39 	15328      	29    	18802.8	3451.35	15328	27759
40 	15328      	37    	18265.7	3322.2 	15328	29388
41 	15328      	42    	19797  	4064.92	15328	29049
42 	15328      	39    	19347.4	3407.92	15328	26906
43 	15328      	42    	19085.7	3541.11	15328	26543
44 	15328      	43    	19304.3	3287.87	15328	25746
45 	15328      	38    	19181.2	3625.06	15328	28027
46 	15328      	35    	17949.9	3170.8 	15328	26385
47 	15328      	39    	18204.9	3310.25	15328	26274
48 	15328      	33    	17966.5	3289.31	15328	27857
49 	15328      	28    	18541.4	3625.09	15328	27722
50 	15328      	34    	18760.3	3421.46	15328	25346
run 4: 15328.00 13 1273
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	22819      	50    	31865.8	3121.28	22819	37564
1  	20274      	39    	29327  	3254.86	20274	38457
2  	19574      	40    	26942.6	3142.52	19574	31708
3  	19574      	42    	25412.7	3020.18	19574	31326
4  	15447      	42    	23837.4	3915.55	15447	31240
5  	15447      	37    	21731.4	4454.02	15447	31431
6  	15447      	30    	19996.4	4049.42	15447	33232
7  	15351      	42    	19345.3	3145.94	15351	25801
8  	15279      	38    	18820.6	3804   	15279	27406
9  	15279      	41    	19169.2	3509.78	15279	27802
10 	15279      	37    	18629.4	3129.39	15279	26029
11 	15279      	40    	19193.2	3708.7 	15279	29955
12 	15279      	35    	18926.7	3487.77	15279	27002
13 	15279      	37    	18474.3	3189.5 	15279	26671
14 	15279      	40    	19417.5	3862.09	15279	27964
15 	15279      	36    	18722.2	3443.24	15279	25757
16 	15279      	37    	19415.9	3905.47	15279	30216
17 	15279      	38    	18949.8	3606.92	15279	27692
18 	14977      	41    	18942.1	3482   	14977	26295
19 	14977      	34    	18379  	3087.32	14977	25875
20 	14977      	36    	17884.3	3418.22	14977	25736
21 	14977      	43    	18115.6	3233.59	14977	28195
22 	14977      	34    	18154.3	3442.32	14977	26537
23 	14977      	43    	18730.1	3641.29	14977	26453
24 	14977      	37    	18028.5	3139.33	14977	25758
25 	14977      	38    	18817.2	3409.23	14977	25791
26 	14977      	33    	18535.1	3666.19	14977	28386
27 	14977      	39    	18752.3	3563.85	14977	25997
28 	14977      	36    	18767.9	3330.62	14977	26382
29 	14977      	40    	19243.2	3468.14	14977	27417
30 	14977      	41    	19042.7	3468.37	14977	28187
31 	14977      	39    	18467.4	3818.89	14977	28301
32 	14977      	39    	18234.4	3700.91	14977	26906
33 	14977      	38    	17889.3	3307.3 	14977	26098
34 	14977      	35    	17538.3	2897.53	14977	24270
35 	14977      	35    	18092.8	3636.58	14977	26160
36 	14977      	37    	17560.3	3406.32	14977	26172
37 	14977      	38    	18142.2	2870.07	14977	23528
38 	14977      	35    	18015.3	3194.92	14977	26417
39 	14977      	34    	18940.5	3674.93	14977	26693
40 	14977      	29    	17717.9	3432.88	14977	30037
41 	14977      	43    	18207.3	3320.9 	14977	27034
42 	14977      	40    	18314.2	3309.39	14977	24895
43 	14977      	37    	18807.2	3541.71	14977	26464
44 	14977      	39    	18934.2	3795.06	14977	27677
45 	14977      	41    	18742.8	3252.2 	14977	25461
46 	14977      	37    	17518.8	3156.9 	14977	25658
47 	14977      	36    	18733.5	3599.76	14977	26054
48 	14977      	44    	18409.3	3131.85	14977	24741
49 	14977      	37    	18014.7	3465.41	14977	25862
50 	14977      	37    	19027.2	3570.93	14977	25291
run 5: 14977.00 16 1262
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	24572      	50    	31818.2	3042.42	24572	37256
1  	20189      	37    	28301.6	2897.37	20189	34704
2  	19045      	39    	26157.6	3511.18	19045	33475
3  	19045      	36    	24175.7	3134.96	19045	32816
4  	16406      	36    	22447.1	2990.64	16406	29994
5  	16406      	40    	23401.7	3647.86	16406	33063
6  	16406      	43    	22412.2	3662.06	16406	30944
7  	16406      	41    	22191.1	3320.9 	16406	30043
8  	16406      	41    	22318.8	3682.01	16406	32437
9  	15173      	45    	21146.2	3848.86	15173	32662
10 	15173      	34    	20800.4	3235.21	15173	27032
11 	15173      	43    	19781.4	3151.06	15173	25938
12 	15173      	43    	19109.8	2890.99	15173	24948
13 	15173      	39    	20003.6	3325.6 	15173	30080
14 	15173      	42    	20093  	3596.79	15173	29691
15 	15173      	37    	20110.9	3429.7 	15173	26690
16 	15173      	42    	20749.7	3679.29	15173	30011
17 	15173      	31    	20011.1	3484.61	15173	28214
18 	15173      	39    	19005.6	3292.97	15173	25862
19 	15173      	39    	18805  	3226.33	15173	26862
20 	15173      	38    	19164.7	3433.45	15173	29643
21 	15173      	42    	19920.7	3562.29	15173	26437
22 	15173      	34    	18263.2	2975.86	15173	25472
23 	15173      	40    	19021.6	3708.68	15173	28143
24 	15173      	41    	18166.9	3260.87	15173	25088
25 	15173      	35    	17779.6	2993.4 	15173	25414
26 	15173      	41    	18821.7	3357.53	15173	26263
27 	15173      	34    	18392.4	3362.62	15173	25625
28 	15173      	42    	19562.7	3595.43	15173	26679
29 	15173      	39    	18935.3	3815.16	15173	29983
30 	15173      	34    	18611.6	3690.44	15173	31427
31 	15173      	34    	18433.3	3492.07	15173	26893
32 	15173      	40    	18616.4	2879.24	15173	24425
33 	15173      	39    	18614  	3059.34	15173	24834
34 	15173      	35    	18613.1	3007.38	15173	25598
35 	15173      	36    	18473.7	3079.72	15173	27004
36 	15173      	36    	18911.6	3385.75	15173	28444
37 	15173      	37    	19163.1	3160.65	15173	27335
38 	15173      	33    	18674.2	3347.36	15173	26818
39 	15173      	36    	17841.3	3187.43	15173	28016
40 	15173      	42    	18150.4	3029.73	15173	25600
41 	15173      	36    	18075.6	3261.59	15173	26012
42 	15173      	31    	18044  	2984.08	15173	25132
43 	15173      	35    	18249.7	3260.64	15173	24589
44 	15173      	35    	18062.6	3103.98	15173	26349
45 	15173      	40    	18393.3	3184.24	15173	25823
46 	15173      	38    	18212.6	3365.63	15173	25173
47 	15173      	38    	18545.3	3741.14	15173	27709
48 	15173      	39    	18416.3	3294.92	15173	26462
49 	15173      	30    	17900.4	3208.93	15173	26541
50 	15173      	38    	17814  	2947.7 	15173	24287
run 6: 15173.00 6 1268
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	23418      	50    	30710.3	3331.06	23418	39172
1  	18370      	36    	28005.6	3166.96	18370	36122
2  	16294      	42    	25907.7	3462.36	16294	32222
3  	15285      	37    	24373.9	3502.78	15285	33252
4  	15285      	37    	22727.4	3067.27	15285	27305
5  	15285      	37    	20743.3	3371.24	15285	30106
6  	15285      	37    	20573.9	3333.59	15285	28950
7  	15285      	35    	18780.3	3393.97	15285	27871
8  	15285      	36    	17820.5	2797.49	15285	25489
9  	15285      	36    	18795.6	3568.13	15285	27718
10 	15285      	32    	18305.7	3353.03	15285	28122
11 	15285      	36    	18199.4	3051.22	15285	24365
12 	15281      	39    	19066.3	3385.6 	15281	26419
13 	15281      	31    	18465  	3247.5 	15281	26185
14 	15281      	40    	18604.6	3360.37	15281	26764
15 	15281      	43    	18549.2	3284.88	15281	28495
16 	15281      	32    	18425.6	3302.71	15281	25327
17 	15281      	37    	19121.8	3737.86	15281	28001
18 	15281      	35    	19377.9	3774.45	15281	27062
19 	15281      	39    	18913.4	3570.9 	15281	30235
20 	15281      	37    	18328.8	3500.08	15281	25185
21 	15281      	40    	18930.8	3484.85	15281	26398
22 	15281      	42    	19756  	3932.11	15281	26982
23 	15281      	38    	20369.9	3519.64	15281	27810
24 	15281      	40    	19561.3	3547.27	15281	26581
25 	15281      	35    	19182.4	3667.24	15281	27737
26 	15281      	39    	19274.2	3451.27	15281	26905
27 	15281      	36    	19557.7	4117.03	15281	28901
28 	15281      	38    	19035.2	4086.83	15281	27900
29 	15281      	38    	18871.3	3647.98	15281	28126
30 	15281      	41    	18769.7	3892.73	15281	31953
31 	15281      	40    	19615.5	3838.62	15281	26841
32 	15281      	37    	18973.6	3836.32	15281	32835
33 	15281      	36    	18267.6	3039.9 	15281	26153
34 	15281      	38    	18043  	3399.87	15281	26397
35 	15281      	37    	19299.3	4026.75	15281	26961
36 	15281      	37    	19000.6	4105.22	15281	32201
37 	15281      	35    	18000.2	2723.64	15281	23396
38 	15281      	38    	18923.1	3458.81	15281	25921
39 	15281      	38    	18725.9	3447.4 	15281	25870
40 	15281      	39    	19127.3	3669.25	15281	27401
41 	15281      	42    	19741.5	3467.62	15281	27009
42 	15281      	36    	18694.6	3418.27	15281	25689
43 	15281      	39    	18728.5	3483.61	15281	25626
44 	15281      	38    	18812.1	3269.81	15281	25365
45 	15281      	34    	18403  	3467.42	15281	26488
46 	15281      	33    	18406.1	3599.08	15281	27995
47 	15281      	34    	18268.3	3397.99	15281	25548
48 	15281      	39    	18809.7	3643.84	15281	25019
49 	15281      	31    	18639.3	3447.8 	15281	27421
50 	15281      	32    	18153.1	3311.99	15281	27193
run 7: 15281.00 10 1251
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	22268      	50    	31126.1	2936.35	22268	37249
1  	17001      	38    	27708  	3350.57	17001	36026
2  	15591      	38    	24550.9	4487.62	15591	32590
3  	15591      	39    	22466.9	3647.12	15591	30459
4  	15591      	35    	22002.7	4206.23	15591	31436
5  	15591      	36    	20868.2	3617.05	15591	26535
6  	15591      	37    	20316.1	3509.55	15591	30338
7  	15591      	34    	18894.5	3064.02	15380	27032
8  	15591      	37    	19445.9	3052.99	15380	25249
9  	15591      	38    	19042.8	2999.7 	15380	27785
10 	15591      	35    	19076.1	3397.05	15380	29142
11 	15591      	36    	18599.5	3044.55	15380	25381
12 	15591      	34    	18350  	2981.53	15380	25322
13 	15591      	42    	19609.2	3450   	15380	26495
14 	15591      	34    	18906.9	3592.82	15380	27927
15 	15591      	38    	17498.8	2826.15	15380	24876
16 	15591      	42    	18414.7	3346.23	15380	26831
17 	15591      	31    	18122.7	3479.97	15380	28805
18 	15591      	42    	19421.7	3446.37	15380	26245
19 	15591      	35    	18632.9	3140.86	15380	25097
20 	15391      	38    	19505.8	3477.61	15380	27659
21 	15391      	31    	18573.7	3077.74	15380	25368
22 	15391      	42    	18763.6	3197.74	15380	26454
23 	15351      	40    	17771.5	2830.24	15351	24439
24 	15351      	37    	17961.3	3393.1 	15351	26413
25 	15351      	38    	18139.6	3026.15	15351	28294
26 	15351      	42    	18311.6	2850.3 	15351	26237
27 	15351      	41    	19256.3	3379.3 	15351	25324
28 	15351      	37    	19634.9	3533.53	15351	30013
29 	15351      	39    	18600  	2760.04	15351	24680
30 	15351      	35    	18813.9	3372.54	15351	31004
31 	15351      	45    	19842.3	3330.02	15351	25949
32 	15351      	40    	19233.3	3252.28	15351	25906
33 	15351      	39    	20280.8	3668.56	15351	27316
34 	15279      	41    	19054.7	3829.51	15279	27631
35 	15279      	38    	19169.8	3726.06	15279	26530
36 	15279      	33    	18020.9	3889.43	15279	29230
37 	15279      	36    	18015.6	3396.7 	15279	26875
38 	15279      	39    	17655.2	2953.47	15279	26506
39 	15279      	30    	17118.5	2563.83	15279	24919
40 	15279      	39    	18475.2	3475.36	15279	24884
41 	15279      	42    	18879.8	3411.8 	15279	29822
42 	15279      	38    	18588.2	3403.22	15279	26125
43 	15279      	32    	18403.1	2970.15	15279	25039
44 	15279      	38    	19162  	3591.93	15279	28285
45 	15279      	37    	19030.4	4176.55	15279	28620
46 	15279      	35    	18234.8	3552.35	15279	27703
47 	15279      	38    	18068.7	2899.57	15279	25068
48 	15279      	41    	18760.2	3674.79	15279	27218
49 	15279      	42    	19110.4	3967.38	15279	28570
50 	15279      	37    	18129  	3094.91	15279	28754
run 8: 15279.00 25 1221
gen	best_of_gen	nevals	avg  	std    	min  	max  
0  	20953      	50    	30971	3116.61	20953	37881
1  	20953      	35    	27928.4	3113.28	20953	34202
2  	17754      	40    	25570.8	2902.38	17754	32100
3  	17754      	41    	24316.6	2735.77	17754	29928
4  	15909      	34    	23373.2	3101.88	15909	30157
5  	15909      	34    	21682.1	3042.29	15909	28131
6  	15909      	41    	21285.5	3358.37	15909	30564
7  	15909      	37    	19997.9	2884.34	15909	25275
8  	15472      	35    	19431.8	3123.1 	15173	25675
9  	15472      	39    	19288.3	3434.5 	15173	28354
10 	15472      	40    	19366.7	3167.15	15173	25639
11 	15472      	46    	19911.1	3624.5 	15173	26501
12 	15472      	36    	19214.7	3711.19	15173	28084
13 	15472      	40    	18471.7	2939.43	15173	24263
14 	15472      	31    	17658.2	2691.78	15173	24636
15 	15472      	32    	17668.1	2794.84	15173	23864
16 	15472      	44    	18334.8	3486.92	15173	28591
17 	15472      	44    	18241.6	2843.87	15173	24400
18 	15472      	40    	18917.8	3460.02	15173	28147
19 	15472      	37    	18208.4	3881.38	15173	32842
20 	15472      	38    	18511.1	3277.74	15173	25436
21 	15472      	35    	18304.7	3636.18	15173	29740
22 	15472      	36    	18405.5	3408.67	15173	27449
