gen	best_of_gen	nevals	avg    	std    	min  	max  
66 	10779      	71    	14363.8	3114.14	10779	22278
67 	10779      	82    	14352.8	2898.01	10779	22203
68 	10779      	78    	14380.9	2741.26	10779	19205
69 	10779      	74    	13974.4	2780.2 	10779	20891
70 	10779      	74    	13719.6	2878.13	10779	19867
71 	10779      	74    	13638.9	2887.66	10779	20690
72 	10779      	74    	14537.3	3146.16	10779	20891
73 	10779      	68    	14050  	2686.26	10779	20029
74 	10779      	77    	13919.2	2891.73	10779	21225
75 	10779      	78    	14295.7	2903.87	10779	21075
76 	10779      	69    	13545.3	2810.36	10779	21656
77 	10779      	80    	13840.1	3035.28	10779	21225
78 	10779      	71    	13617  	2983.27	10779	21075
79 	10779      	77    	13644.4	3007.1 	10779	20464
80 	10779      	83    	13954.3	2929.51	10779	21075
81 	10779      	79    	14004.5	2860.12	10779	20849
82 	10779      	79    	14038.1	2923.33	10779	20488
83 	10779      	65    	13616.4	2830.97	10779	20476
84 	10779      	70    	13698.4	2984.96	10779	20784
85 	10779      	72    	14255.8	2868.86	10779	20690
86 	10779      	71    	13989.6	3085.99	10779	21349
87 	10779      	81    	14244  	3061.96	10779	21349
88 	10779      	83    	14379.9	3077.98	10779	21288
89 	10779      	80    	14249.1	3171.47	10779	22627
90 	10779      	74    	14696.5	2873.28	10779	21109
91 	10779      	70    	14071.4	2824.3 	10779	21477
92 	10779      	77    	14354.6	3119.04	10779	20792
93 	10779      	74    	14449.4	3066.72	10779	21390
94 	10779      	70    	13432.2	2838.02	10779	19648
95 	10779      	70    	13742.2	2916.45	10779	20499
96 	10779      	78    	14210.3	3401.28	10779	21700
97 	10779      	83    	14275.1	2940.93	10779	21260
98 	10779      	79    	14431.1	3041.33	10779	21526
99 	10779      	79    	14768.1	3206.91	10779	21075
100	10779      	80    	14335.4	3062.14	10779	20793
run 0: 10779.00 8 5062
gen	best_of_gen	nevals	avg  	std    	min  	max  
0  	14278      	100   	18987	2275.47	14278	24566
1  	12587      	69    	17059.6	1880.38	12587	22845
2  	10779      	75    	16276.1	2364.01	10779	21416
3  	10779      	74    	15848.1	2374.83	10779	22922
4  	10779      	81    	15290.8	2176.63	10779	20743
5  	10779      	70    	14808.2	2141.87	10779	19384
6  	10779      	69    	14792  	2740.18	10779	20891
7  	10779      	77    	15070.4	3058.58	10779	22127
8  	10779      	74    	14828.6	3084.32	10779	21027
9  	10779      	67    	14411.5	3141.09	10779	21366
10 	10779      	72    	14572.2	3234.04	10779	21727
11 	10779      	73    	14633.5	3264.04	10779	21390
12 	10779      	78    	14484.1	3083.87	10779	21198
13 	10779      	69    	13746.1	3250.83	10779	21075
14 	10779      	72    	14168.4	3408.91	10779	21597
15 	10779      	76    	14219.2	3048.58	10779	20826
16 	10779      	76    	13932.6	3078.26	10779	20469
17 	10779      	79    	14481.6	3285.69	10779	20731
18 	10779      	86    	14672.9	3060.33	10779	21479
19 	10779      	73    	14310.7	3025.53	10779	21349
20 	10779      	83    	14587.4	3171.51	10779	22186
21 	10779      	72    	13991.1	2959.09	10779	21349
22 	10779      	72    	14445  	3090.8 	10779	21260
23 	10779      	77    	14645.1	3159.67	10779	21656
24 	10779      	77    	14214  	2957.82	10779	20690
25 	10779      	74    	14602  	3149   	10779	22526
26 	10779      	70    	14038  	3064.04	10779	21075
27 	10779      	80    	14412.9	3066.67	10779	21390
28 	10779      	66    	14173.3	3184.26	10779	21700
29 	10779      	77    	13669.8	3150.79	10779	20891
30 	10779      	80    	14769.9	3306.25	10779	22940
31 	10779      	71    	14601.7	3230.35	10779	20723
32 	10779      	77    	14583.4	3370   	10779	22195
33 	10779      	68    	14273.6	3061.76	10779	20488
34 	10779      	82    	14585.8	3215.25	10779	21768
35 	10779      	76    	14077.5	3148.89	10779	21741
36 	10779      	78    	14498.2	3436.59	10779	21768
37 	10779      	77    	14342.2	3141.12	10779	20826
38 	10779      	71    	13784.5	3264.96	10779	21727
39 	10779      	75    	13930.7	3060.81	10779	21349
40 	10779      	72    	14512.8	3358.11	10779	21349
41 	10779      	75    	14491.2	3253.43	10779	21349
42 	10779      	77    	15042.2	3153.08	10779	21349
43 	10779      	79    	14887.4	2846.58	10779	21198
44 	10779      	72    	13950.5	2754.86	10779	20734
45 	10779      	85    	14686.4	3092.8 	10779	21366
46 	10779      	81    	14442.5	3173.31	10779	21269
47 	10779      	68    	14325.2	3264.03	10779	21225
48 	10779      	74    	13911.5	3000.37	10779	20734
49 	10779      	78    	14401.6	3163.44	10779	20734
50 	10779      	75    	14028.3	3091.92	10779	20000
51 	10779      	72    	13709.6	3245.1 	10779	21481
52 	10779      	79    	13905.1	3041.01	10779	21346
53 	10779      	75    	13990.7	3197.08	10779	21768
54 	10779      	74    	14537.5	3193.17	10779	22203
55 	10779      	84    	14585.1	3024.29	10779	21448
56 	10779      	79    	14347.1	2915.77	10779	21656
57 	10779      	71    	14375.9	3403.25	10779	22483
58 	10779      	79    	14088.3	2899.17	10779	19702
59 	10779      	73    	13686.3	3080.05	10779	20074
60 	10779      	76    	14620.1	3177.45	10779	20709
61 	10779      	85    	13949.5	3005.31	10779	21269
62 	10779      	66    	13828.4	2948.18	10779	21075
63 	10779      	75    	13968.1	3080.58	10779	21390
64 	10779      	74    	14134.7	3204.09	10779	20690
65 	10779      	65    	13783.6	3001.17	10779	20690
66 	10779      	67    	13847.5	3181.22	10779	22235
67 	10779      	75    	14474  	3198.97	10779	21269
68 	10779      	83    	14368.7	2935.1 	10779	19823
69 	10779      	73    	13837.4	3042.07	10779	22203
70 	10779      	76    	13893.7	2723.2 	10779	20690
71 	10779      	67    	14380.8	2881.11	10779	19633
72 	10779      	74    	14007.3	2843.58	10779	20826
73 	10779      	73    	14789.8	3271.6 	10779	21477
74 	10779      	74    	14396.8	3024.23	10779	20442
75 	10779      	74    	14079  	3155.25	10779	21269
76 	10779      	73    	14081.5	3109.99	10779	21260
77 	10779      	79    	13929.7	2984.67	10779	19988
78 	10779      	71    	14283.2	3171.35	10779	21390
79 	10779      	78    	14752.1	3202.64	10779	20910
80 	10779      	74    	14341.1	3071   	10779	20036
81 	10779      	72    	14357.1	3004.74	10779	21173
82 	10779      	71    	14391  	3188.61	10779	22627
83 	10779      	70    	14072.6	3013.61	10779	20826
84 	10779      	67    	13509.2	3190.16	10779	22397
85 	10779      	73    	13856.5	2973.39	10779	20735
86 	10779      	69    	14533.7	3268.94	10779	21075
87 	10779      	72    	13863.2	3053.55	10779	21481
88 	10779      	74    	13677.4	2856.68	10779	21075
89 	10779      	75    	13927.6	3365.58	10779	22186
90 	10779      	75    	14355.5	3063.38	10779	20826
91 	10779      	79    	13787.5	3099.93	10779	21075
92 	10779      	70    	13208.6	2889.97	10779	20337
93 	10779      	81    	13777.4	3130.63	10779	20783
94 	10779      	79    	13980.5	2859.76	10779	20690
95 	10779      	66    	14104.5	3010.12	10779	21225
96 	10779      	79    	14373.6	2953.7 	10779	20657
97 	10779      	84    	14209.8	2596.86	10779	20391
98 	10779      	76    	14557.1	2983.48	10779	21597
99 	10779      	68    	14129.9	3094.31	10779	21854
100	10779      	74    	14641.8	3316.9 	10779	21656
run 1: 10779.00 4 4994
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	12996      	100   	18797.2	2172.24	12996	26129
1  	10779      	75    	17041.7	2178.46	10779	22152
2  	10779      	80    	16180.7	2074.76	10779	21386
3  	10779      	74    	15522.9	2186.05	10779	21349
4  	10779      	69    	15037.5	2122.5 	10779	19400
5  	10779      	75    	14862.6	2542.57	10779	21768
6  	10779      	79    	15161.8	3073.69	10779	22127
7  	10779      	73    	14718.6	2632.04	10779	21401
8  	10779      	73    	14037.9	2717.41	10779	20657
9  	10779      	80    	14260.6	2984.54	10779	21728
10 	10779      	70    	14338.4	2914.72	10779	21260
11 	10779      	73    	14512  	3122.98	10779	21477
12 	10779      	66    	13929.6	3241.58	10779	21768
13 	10779      	68    	14342.6	3161.81	10779	20690
14 	10779      	76    	14803.3	2893.27	10779	20891
15 	10779      	74    	14385.8	2986.77	10779	22186
16 	10779      	89    	14675  	3094.06	10779	21448
17 	10779      	75    	14711  	2989.89	10779	21448
18 	10779      	79    	14032.2	3075.72	10779	20721
19 	10779      	78    	13797.6	3094.52	10779	20826
20 	10779      	79    	13955.9	3220.53	10779	20826
21 	10779      	70    	13975.4	3001.25	10779	20337
22 	10779      	73    	14158.5	3171.17	10779	21477
23 	10779      	66    	13905.9	3088.04	10779	22186
24 	10779      	69    	14153.3	3479.19	10779	20891
25 	10779      	70    	13998.9	3235.28	10779	21349
26 	10779      	66    	13962.6	3018.08	10779	21390
27 	10779      	81    	14912  	3147.3 	10779	21854
28 	10779      	75    	14220  	2981.6 	10779	20219
29 	10779      	86    	14892.8	3060.19	10779	21516
30 	10779      	68    	14216.9	2847.05	10779	20243
31 	10779      	68    	13688.2	2692.97	10779	18549
32 	10779      	79    	14232.1	3098.03	10779	20476
33 	10779      	80    	14656  	3048.07	10779	20125
34 	10779      	79    	14535.1	3126.84	10779	21448
35 	10779      	78    	14933.1	3100.33	10779	21728
36 	10779      	77    	14655.2	2843.95	10779	20734
37 	10779      	61    	13957.8	2812.01	10779	19191
38 	10779      	71    	14128.3	2961.04	10779	20292
39 	10779      	71    	13408.9	2941.1 	10779	21390
40 	10779      	72    	13547  	2766.31	10779	20891
41 	10779      	79    	14354.5	3137.98	10779	20566
42 	10779      	76    	14361.7	3294.97	10779	23383
43 	10779      	64    	14169  	3028.87	10779	20731
44 	10779      	81    	13965.2	3266.67	10779	21684
45 	10779      	76    	14212  	3070.21	10779	21075
46 	10779      	81    	14456.2	2842.01	10779	20125
47 	10779      	77    	15134.4	2790   	10779	21390
48 	10779      	71    	14804.3	2979.04	10779	20992
49 	10779      	70    	14168.6	2843.48	10779	19854
50 	10779      	80    	14631.3	3023.53	10779	21448
51 	10779      	83    	14316.2	2771.92	10779	20499
52 	10779      	71    	13725.2	2816.17	10779	20365
53 	10779      	77    	14249.7	3094.41	10779	20891
54 	10779      	83    	14536.8	3030.24	10779	21366
55 	10779      	66    	13601.2	2754.78	10779	22307
56 	10779      	75    	13673.4	2773.32	10779	19487
57 	10779      	68    	14146.5	3344.06	10779	21075
58 	10779      	80    	13848.8	3367.39	10779	21075
59 	10779      	74    	14150.5	3157.02	10779	20002
60 	10779      	82    	14086.1	3032.95	10779	21225
61 	10779      	67    	13876  	3178.02	10779	20243
62 	10779      	74    	14327.1	3166.11	10779	21349
63 	10779      	77    	14228.6	2968.1 	10779	19866
64 	10779      	74    	14049.9	2778.35	10779	21075
65 	10779      	79    	13941.6	2941.9 	10779	20232
66 	10779      	71    	13522.5	2830.4 	10779	19866
67 	10779      	77    	14238.1	2988.08	10779	21232
68 	10779      	75    	14356.5	2849.97	10779	21364
69 	10779      	69    	13945.1	2680.51	10779	20464
70 	10779      	77    	13729.8	2788.03	10779	21349
71 	10779      	72    	13395.5	2613.65	10779	19623
72 	10779      	76    	13998.4	3018.64	10779	19672
73 	10779      	79    	13399.9	2843.6 	10779	20292
74 	10779      	81    	13738.1	2914.46	10779	19854
75 	10779      	73    	13896.4	2848.86	10779	20883
76 	10779      	84    	13746.4	2928.87	10779	19292
77 	10779      	78    	13877.1	3053.76	10779	20731
78 	10779      	70    	13821.7	2789.89	10779	19361
79 	10779      	75    	14028  	2809.01	10779	19489
80 	10779      	77    	14514  	2954.76	10779	23018
81 	10779      	69    	14205.9	2926.07	10779	19672
82 	10779      	76    	14177.4	2943.43	10779	21366
83 	10779      	69    	13930  	2854.23	10779	21260
84 	10779      	71    	14046.1	2943.94	10779	21269
85 	10779      	71    	13854.8	2953.66	10779	20792
86 	10779      	74    	14323.4	2891.55	10779	19736
87 	10779      	84    	14588.9	3004.54	10779	20837
88 	10779      	71    	13749.2	2817.73	10779	19367
89 	10779      	86    	13713.5	2776.03	10779	20464
90 	10779      	82    	13599.1	2708.74	10779	20232
91 	10779      	76    	13461.4	2871   	10779	19907
92 	10779      	77    	13593.8	2874.46	10779	20039
93 	10779      	72    	13638.3	2964.17	10779	20734
94 	10779      	83    	13481.1	2904.04	10779	20395
95 	10779      	71    	14021.8	3035.99	10779	20191
96 	10779      	76    	14048  	2787.28	10779	19633
97 	10779      	75    	14268.4	3123.4 	10779	22274
98 	10779      	73    	13934.7	2816.74	10779	19962
99 	10779      	84    	14180  	2836.95	10779	20657
100	10779      	77    	13829.2	2756.1 	10779	19480
run 2: 10779.00 10 4999
gen	best_of_gen	nevals	avg    	std   	min  	max  
0  	13111      	100   	18810.9	2374.8	13111	25151
1  	12895      	77    	17194.2	1902.63	12895	23535
2  	10779      	78    	16351.8	1953.77	10779	21974
3  	10779      	77    	15370  	2034.16	10779	19597
4  	10779      	74    	14747.8	2003.28	10779	20374
5  	10779      	69    	14481.2	2229.52	10779	19955
6  	10779      	77    	14407.4	2435.3 	10779	20734
7  	10779      	78    	14044  	2369.27	10779	19135
8  	10779      	68    	14029.2	2640.46	10779	21269
9  	10779      	66    	14083.9	2827.16	10779	20401
10 	10779      	73    	14562  	3064.89	10779	20262
11 	10779      	68    	13851.7	3078.99	10779	21710
12 	10779      	73    	13523  	2773.57	10779	19292
13 	10779      	80    	14623.4	3195.87	10779	20826
14 	10779      	78    	14312.8	3045.61	10779	20442
15 	10779      	71    	14025.2	3141.71	10779	21269
16 	10779      	70    	13243.2	2866.2 	10779	22397
17 	10779      	81    	14130.1	2951.55	10779	19808
18 	10779      	78    	14589.9	2845.84	10779	19783
19 	10779      	82    	14984.8	3040.82	10779	21269
20 	10779      	78    	14797.6	2645.03	10779	20276
21 	10779      	63    	14684.1	2925.06	10779	21295
22 	10779      	79    	14703  	3053.78	10779	20826
23 	10779      	74    	14666  	3061.47	10779	22022
24 	10779      	66    	14056.5	2890.07	10779	23383
25 	10779      	70    	13850.3	2835.78	10779	22186
26 	10779      	71    	13964.6	3015.22	10779	21075
27 	10779      	79    	14162.7	2997.64	10779	20826
28 	10779      	69    	14386.9	3066.47	10779	21212
29 	10779      	61    	14222.2	2906.37	10779	21349
30 	10779      	74    	14388.2	2911.01	10779	19835
31 	10779      	79    	13623.2	2639.04	10779	21390
32 	10779      	80    	14017  	2874.51	10779	20292
33 	10779      	72    	13989.8	3233.96	10779	21075
34 	10779      	70    	13985.1	3129.25	10779	20469
35 	10779      	68    	13573.2	2940.54	10779	20690
36 	10779      	80    	14385.6	3142.29	10779	22186
37 	10779      	76    	14056.5	3174.26	10779	21075
38 	10779      	76    	13655.9	3183.97	10779	21477
39 	10779      	77    	14154.5	3214.03	10779	21269
40 	10779      	74    	14573.1	3149.17	10779	20832
41 	10779      	74    	14410.2	2872.36	10779	19407
42 	10779      	70    	14211.8	3083.35	10779	20690
43 	10779      	80    	14213  	3045.99	10779	20784
44 	10779      	81    	14274.5	3192.09	10779	22186
45 	10779      	81    	14428.5	3131.98	10779	21075
46 	10779      	74    	14040.6	2976.07	10779	21728
47 	10779      	76    	13645.1	3005.99	10779	21390
48 	10779      	78    	14159.6	3096.87	10779	21349
49 	10779      	78    	14464.5	3112.89	10779	23030
50 	10779      	76    	14049.5	2858.96	10779	20657
51 	10779      	72    	14481  	2883.63	10779	21526
52 	10779      	80    	14530.7	2948.15	10779	21700
53 	10779      	78    	14471.2	2926.82	10779	21366
54 	10779      	81    	14022.3	2851.5 	10779	20868
55 	10779      	71    	13654.1	2992.23	10779	19633
56 	10779      	78    	13686.2	2860.29	10779	19597
57 	10779      	69    	13673.4	2948.59	10779	20792
58 	10779      	78    	14345.4	3023.65	10779	20116
59 	10779      	78    	14188.5	2950.49	10779	20662
60 	10779      	78    	14435  	3123.97	10779	21357
61 	10779      	73    	14232.4	2955.53	10779	21349
62 	10779      	79    	14435.4	2637.69	10779	19347
63 	10779      	73    	14826.3	2521.86	10779	20464
64 	10779      	75    	14880.2	2767   	10779	21225
65 	10779      	82    	14102.5	2479.06	10779	19402
66 	10779      	74    	14249.9	2890.6 	10779	20826
67 	10779      	73    	13963.9	2818.86	10779	20431
68 	10779      	78    	14460.4	2913.32	10779	22120
69 	10779      	82    	14497.1	3024.47	10779	21225
70 	10779      	77    	14275.8	2568.9 	10779	19867
71 	10779      	78    	14509.2	2649.63	10779	20292
72 	10779      	75    	14151.1	2761.86	10779	19498
73 	10779      	78    	14128.2	3084.4 	10779	20218
74 	10779      	77    	14000.6	2969.21	10779	21269
75 	10779      	73    	13584.2	2813.49	10779	21260
76 	10779      	74    	13700.1	2877.36	10779	19791
77 	10779      	76    	14089.9	2787.67	10779	19866
78 	10779      	83    	14808.3	2600.33	10779	20898
79 	10779      	75    	14759.3	2616.51	10779	21349
80 	10779      	66    	14506.6	2962.76	10779	21140
81 	10779      	72    	14174.6	2544.79	10779	19040
82 	10779      	81    	14074.1	2998.51	10779	20826
83 	10779      	76    	13868.8	2791.94	10779	19021
84 	10779      	81    	14351.2	2804.4 	10779	19631
85 	10779      	74    	14098.2	2636.64	10779	19408
86 	10779      	67    	14019.8	2924.4 	10779	19854
87 	10779      	60    	13552.8	2970.12	10779	21269
88 	10779      	75    	14289.7	3068.3 	10779	20232
89 	10779      	78    	14078.8	2936.11	10779	21481
90 	10779      	75    	14164.3	2840.75	10779	19597
91 	10779      	77    	14298.1	2940.3 	10779	22684
92 	10779      	71    	13862.8	2808.46	10779	20826
93 	10779      	75    	13962.3	3247.57	10779	22077
94 	10779      	68    	13925.3	2934.76	10779	21198
95 	10779      	72    	13918.4	2845.53	10779	20883
96 	10779      	75    	13988.6	2806.09	10779	21481
97 	10779      	60    	13960.3	3157.62	10779	22120
98 	10779      	70    	14176.5	2920.15	10779	20733
99 	10779      	76    	14258.7	2925.4 	10779	21019
100	10779      	78    	14447.8	2866.4 	10779	20618
run 3: 10779.00 9 4994
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	13411      	100   	19237.4	2478.67	13411	25787
1  	10779      	75    	17168.8	2251.16	10779	22772
2  	10779      	68    	16018.6	2273.71	10779	21442
3  	10779      	76    	15253.8	1955.21	10779	19762
4  	10779      	58    	14529.6	2127.15	10779	20488
5  	10779      	72    	14607.7	2359.81	10779	19753
6  	10779      	71    	14021  	2548.12	10779	19551
7  	10779      	71    	14095.1	2713.15	10779	19866
8  	10779      	80    	14048  	2646.4 	10779	19452
9  	10779      	75    	13872.3	2657.26	10779	19408
10 	10779      	76    	13631  	2882.04	10779	19384
11 	10779      	69    	13594  	2921.13	10779	20676
12 	10779      	73    	13582.3	2835.43	10779	20826
13 	10779      	68    	13103.4	2645.81	10779	18361
14 	10779      	84    	14054.9	2967.2 	10779	20690
15 	10779      	70    	14003.1	2879.06	10779	19968
16 	10779      	76    	13222.1	2709.75	10779	21075
17 	10779      	74    	13327.5	2610.72	10779	18959
18 	10779      	74    	13922.6	2949.57	10779	20891
19 	10779      	81    	14112.9	2609.34	10779	20029
20 	10779      	78    	14005.5	2953.47	10779	21075
21 	10779      	73    	13962.6	2893.13	10779	19498
22 	10779      	76    	14099.5	2890.7 	10779	20218
23 	10779      	83    	13733.6	2612.66	10779	18959
24 	10779      	68    	14130.5	2954.86	10779	23383
25 	10779      	76    	13521  	2815.15	10779	20191
26 	10779      	83    	14009.2	2981.34	10779	21075
27 	10779      	83    	14159  	2900.29	10779	20431
28 	10779      	72    	13889.9	2710.09	10779	20039
29 	10779      	71    	13530.8	2615.24	10779	19367
30 	10779      	85    	14223.3	2680.61	10779	20674
31 	10779      	69    	13779.9	2729.99	10779	21075
32 	10779      	77    	13673.9	2591.3 	10779	19498
33 	10779      	76    	13685.4	2649.5 	10779	18990
34 	10779      	69    	14066.3	2903.45	10779	20690
35 	10779      	71    	13715.1	2837.25	10779	19631
36 	10779      	84    	14093.1	2830.75	10779	20401
37 	10779      	82    	13998.4	2890.18	10779	19866
38 	10779      	80    	14191.3	2978.21	10779	21984
39 	10779      	73    	14070  	2948.89	10779	21000
40 	10779      	62    	13575.1	2657.78	10779	20690
41 	10779      	73    	13954.4	2742.28	10779	20232
42 	10779      	72    	13904.9	2736.52	10779	18959
43 	10779      	79    	14222.6	2947.14	10779	19870
44 	10779      	60    	13696.2	2718.29	10779	20891
45 	10779      	74    	13558  	2915.89	10779	22643
46 	10779      	78    	13195.3	2705.5 	10779	19593
47 	10779      	67    	13787.5	3015.29	10779	20826
48 	10779      	75    	13207.8	2777.98	10779	20891
49 	10779      	70    	13242.6	2569.37	10779	19791
50 	10779      	80    	13822.9	3042.45	10779	21984
51 	10779      	87    	13653.8	3056.62	10779	20191
52 	10779      	78    	13815.9	2931.51	10779	19907
53 	10779      	76    	13838.6	2967.43	10779	21656
54 	10779      	77    	14026.2	2904.79	10779	19556
55 	10779      	78    	13374.5	2933.3 	10779	21260
56 	10779      	84    	13831.1	2964.22	10779	23451
57 	10779      	71    	13441.9	2945.13	10779	21401
58 	10779      	83    	13496.9	2891.37	10779	19866
59 	10779      	75    	13813.6	2864.99	10779	20232
60 	10779      	72    	13745.1	3025.04	10779	19962
61 	10779      	76    	13692.2	2918.28	10779	20657
62 	10779      	77    	13677.1	2856.66	10779	20690
63 	10779      	75    	14156.4	2866.03	10779	20891
64 	10779      	65    	13564.4	2963.03	10779	21477
65 	10779      	68    	13728.1	2876.17	10779	20191
66 	10779      	73    	13600  	2579.86	10779	19907
67 	10779      	78    	13704.9	2778.24	10779	18655
68 	10779      	74    	13829.1	2687.28	10779	19408
69 	10779      	77    	14050.5	2571.13	10779	19760
70 	10779      	76    	13823.3	2697.18	10779	20748
71 	10779      	74    	14200.9	2931.33	10779	20401
72 	10779      	81    	14262  	2780.95	10779	20723
73 	10779      	78    	14319.7	2710.91	10779	20826
74 	10779      	66    	13896.9	2477.22	10779	20191
75 	10779      	80    	13722.5	2389.59	10779	18819
76 	10779      	73    	13847.3	2651.09	10779	18989
77 	10779      	78    	13722.3	2914.12	10779	20395
78 	10779      	80    	13895.5	2648.89	10779	20826
79 	10779      	69    	13843.3	2456.31	10779	18989
80 	10779      	79    	13923.5	2523.53	10779	19962
81 	10779      	76    	13630.6	2627.15	10779	19250
82 	10779      	80    	13650.5	2712.91	10779	19250
83 	10779      	81    	13911.8	2776.13	10779	19402
84 	10779      	78    	13950  	2855.58	10779	19907
85 	10779      	75    	13885.4	2794.16	10779	20136
86 	10779      	71    	14345.8	2948.76	10779	20734
87 	10779      	88    	14620.9	2589.61	10779	19408
88 	10779      	71    	14350  	2525.68	10779	18655
89 	10779      	72    	13894.8	2662.96	10779	19409
90 	10779      	76    	14217.7	2803.76	10779	20395
91 	10779      	84    	14377.5	2596   	10779	20734
92 	10779      	78    	14463.4	2880.42	10779	21448
93 	10779      	73    	13783.7	2541.11	10779	19250
94 	10779      	74    	14045.2	2911.67	10779	20191
95 	10779      	70    	13928.8	2843.55	10779	21075
96 	10779      	83    	14495.4	2865.25	10779	20734
97 	10779      	78    	14334.2	3021.35	10779	21260
98 	10779      	75    	13807.5	2912.23	10779	20509
99 	10779      	84    	13922.9	2667.9 	10779	19250
100	10779      	67    	14376.7	2910.7 	10779	20232
run 4: 10779.00 6 4964
gen	best_of_gen	nevals	avg  	std 	min  	max  
0  	13569      	100   	19745	2977	13569	27343
1  	13569      	75    	17930.1	2554.18	13569	23217
2  	13472      	71    	17140.4	2350.33	13472	23691
3  	13351      	72    	16520  	2402.84	13351	24778
4  	13351      	68    	16210.9	2635.33	13351	26524
5  	12921      	79    	16760.8	3023.18	12921	26044
6  	12921      	69    	16230.7	2679.9 	12921	22593
7  	9315       	78    	15874.9	3036.12	9315 	25178
8  	9315       	74    	15225.5	3783.57	9315 	25598
9  	9315       	79    	15745  	4112.31	9315 	24417
10 	9315       	78    	14797.4	4114.17	9315 	24126
11 	9315       	73    	14287.6	3723.64	9315 	22126
12 	9315       	68    	13891.1	3895.4 	9315 	21503
13 	9315       	76    	14496.5	4499.29	9315 	24790
14 	9315       	73    	15108.6	4721.94	9315 	25473
15 	9315       	81    	14408.7	4382.21	9315 	25533
16 	9315       	80    	14345.6	4450.46	9315 	23624
17 	9315       	71    	14025.9	4381.62	9315 	26676
18 	9315       	68    	12928.8	4285.89	9315 	24504
19 	9315       	77    	13919.2	4517.57	9315 	23075
20 	9315       	66    	13268.8	4092.64	9315 	23616
21 	9315       	76    	14021.1	4802.47	9315 	24355
22 	9315       	70    	13653.1	4657.16	9315 	24719
