"C1-13-25-75-5.ctp",16827,00:57:12.61,0
"C1-13-25-75-6.ctp",15601,00:48:06.93,0
"C1-13-25-75-8.ctp",12843,00:40:21.54,0
"C1-25-50-50-4.ctp",30400,04:59:21.56,0
"C1-25-50-50-5.ctp",26801,04:53:28.77,0
"C1-25-50-50-6.ctp",24125,04:37:38.92,0
"C1-25-50-50-8.ctp",20340,03:57:42.47,0
"C1-5-25-75-4.ctp",9898,00:13:50.79,9898
"C1-5-25-75-5.ctp",9707,00:12:43.79,9707
"C1-5-25-75-6.ctp",9321,00:05:12.49,9321
"C1-5-25-75-8.ctp",7474,00:10:55.87,7474
"D1-1-25-75-4.ctp",7671,00:02:43.32,7671
"D1-1-25-75-5.ctp",7465,00:07:23.92,7465
"D1-1-25-75-6.ctp",6651,00:02:20.44,6651
"D1-1-25-75-8.ctp",6651,00:08:18.08,6651
"D1-1-50-50-4.ctp",11606,00:07:23.82,11606
"D1-1-50-50-5.ctp",10770,00:21:41.81,10770
"D1-1-50-50-6.ctp",10710,00:05:56.30,10680
"D1-1-50-50-8.ctp",9361,00:24:45.32,9361
"D1-10-50-50-4.ctp",21112,01:20:01.55,20982
"D1-10-50-50-5.ctp",18576,01:11:30.60,18576
"D1-10-50-50-6.ctp",16330,01:05:53.36,16330
"D1-10-50-50-8.ctp",14204,01:06:30.73,14204
"D1-13-25-75-4.ctp",19508,00:46:09.73,0
"D1-13-25-75-5.ctp",16474,00:41:02.22,0
"D1-13-25-75-6.ctp",15571,00:41:50.47,0
"D1-13-25-75-8.ctp",14182,00:10:02.60,0
"D1-25-50-50-4.ctp",35538,05:42:21.44,0
"D1-25-50-50-5.ctp",30272,05:22:48.81,0
"D1-25-50-50-6.ctp",27646,04:52:57.29,0
"D1-25-50-50-8.ctp",23389,03:11:58.16,0
"D1-5-25-75-4.ctp",11820,00:03:38.63,11820
"D1-5-25-75-5.ctp",10982,00:13:45.19,10982
"D1-5-25-75-6.ctp",9669,00:13:07.64,9669
"D1-5-25-75-8.ctp",8200,00:11:23.16,8200
