B1-25-50-50-4.ctp 31364.0 0 1:53:53.812081
B2-1-100-100-6.ctp 14867.0 14926 0:37:22.916414
B1-1-50-50-5.ctp 9723.0 9723 0:05:01.586852
B1-1-50-50-4.ctp 10107.0 10107 0:05:27.926342
B1-13-25-75-8.ctp 10468.0 0 0:09:56.038220
B1-1-25-75-4.ctp 7146.0 7146 0:02:55.821614
B1-25-50-50-8.ctp 20358.0 0 1:09:49.690046
B2-1-50-150-5.ctp 10502.0 10502 0:08:38.679382
B2-1-100-100-8.ctp 13300.0 13137 0:38:33.615977
B2-1-100-100-4.ctp 18650.0 18370 0:38:09.504980
B2-10-50-150-6.ctp 12954.0 12954 0:20:41.368245
B2-1-50-150-8.ctp 8846.0 8846 0:08:10.366889
B2-20-100-100-4.ctp 34837.0 34073 2:22:30.880802
B2-20-100-100-8.ctp 22856.0 22156 1:20:18.285799
B1-10-50-50-6.ctp 12067.0 12067 0:07:33.290541
B1-1-25-75-8.ctp 6450.0 6450 0:01:12.901324
B1-13-25-75-4.ctp 15126.0 0 0:06:32.002285
B1-1-50-50-8.ctp 8516.0 8348 0:02:26.558142
B1-25-50-50-6.ctp 24072.0 0 0:38:58.556211
B2-1-50-150-4.ctp 11175.0 11175 0:04:34.402918
B2-10-50-150-8.ctp 11495.0 11495 0:09:20.350501
B1-13-25-75-6.ctp 11365.0 0 0:05:42.382812
B2-25-100-100-4.ctp 39361.0 37614 1:39:46.076849
B1-1-25-75-5.ctp 6901.0 6901 0:01:18.009669
B1-1-25-75-6.ctp 6450.0 6450 0:01:15.988011
B1-5-25-75-4.ctp 9465.0 9465 0:01:55.187124
B2-25-100-100-8.ctp 25383.0 24089 1:17:52.647599
B2-20-100-100-5.ctp 30544.0 29412 1:03:56.125407
B1-5-25-75-8.ctp 8306.0 8306 0:01:26.646150
B2-10-50-150-5.ctp 14188.0 14188 0:10:31.807634
B2-20-100-100-6.ctp 26120.0 25960 0:59:57.759305
B2-1-100-100-5.ctp 15889.0 15876 0:17:56.441884
B2-25-100-100-6.ctp 29392.0 28581 1:22:30.634551
B1-5-25-75-6.ctp 9148.0 9148 0:01:48.370695
B2-25-100-100-5.ctp 33835.0 32240 1:29:44.612200
B2-1-50-150-6.ctp 9799.0 9799 0:04:33.975780
B1-10-50-50-4.ctp 15209.0 15209 0:08:34.548796
B1-10-50-50-5.ctp 13665.0 13535 0:08:30.507174
B1-25-50-50-5.ctp 27319.0 0 0:40:55.950930
B2-10-50-150-4.ctp 16667.0 16667 0:10:45.064759
B1-10-50-50-8.ctp 10344.0 10344 0:06:56.165603
B1-13-25-75-5.ctp 12713.0 0 0:05:27.896265
B1-5-25-75-5.ctp 9460.0 9460 0:01:40.473165
B1-1-50-50-6.ctp 9382.0 9382 0:02:58.272759
